StateYear,State,Year,Total energy consumption ranking,Renewable energy consumption ranking,Petroleum product consumption ranking,"Residential co2 emissions, metric tons/person","Total domestic water use per capita, gallons/person/day",Outcome,Average ranking
Georgia2009,Georgia,2009,25.0,30.0,8.0,11.0,25.0,D,19.8
Georgia2010,Georgia,2010,24.0,28.0,10.0,16.0,18.0,D,19.2
Georgia2011,Georgia,2011,23.0,26.0,8.0,11.0,18.0,D,17.2
Georgia2012,Georgia,2012,21.0,24.0,13.0,12.0,18.0,R,17.6
Georgia2013,Georgia,2013,18.0,27.0,8.0,11.0,18.0,R,16.4
Georgia2014,Georgia,2014,19.0,28.0,9.0,15.0,18.0,R,17.8
Hawaii1980,Hawaii,1980,29.0,24.0,2.0,1.0,18.0,D,14.8
Hawaii1981,Hawaii,1981,26.0,24.0,2.0,1.0,18.0,D,14.2
Hawaii1982,Hawaii,1982,21.0,23.0,2.0,1.0,18.0,D,13.0
Hawaii1983,Hawaii,1983,21.0,24.0,2.0,1.0,18.0,D,13.2
Hawaii1984,Hawaii,1984,21.0,22.0,1.0,1.0,18.0,R,12.6
Hawaii1985,Hawaii,1985,22.0,23.0,1.0,1.0,49.0,R,19.2
Hawaii1986,Hawaii,1986,22.0,23.0,1.0,1.0,49.0,R,19.2
Hawaii1987,Hawaii,1987,20.0,27.0,1.0,1.0,49.0,R,19.6
Hawaii1988,Hawaii,1988,25.0,29.0,1.0,1.0,49.0,D,21.0
Hawaii1989,Hawaii,1989,28.0,33.0,1.0,1.0,49.0,D,22.4
Hawaii1990,Hawaii,1990,28.0,33.0,1.0,1.0,48.0,D,22.2
Hawaii1991,Hawaii,1991,22.0,34.0,1.0,1.0,48.0,D,21.2
Hawaii1992,Hawaii,1992,25.0,31.0,2.0,1.0,48.0,D,21.4
Hawaii1993,Hawaii,1993,19.0,30.0,1.0,1.0,48.0,D,19.8
Hawaii1994,Hawaii,1994,18.0,29.0,1.0,1.0,48.0,D,19.4
Hawaii1995,Hawaii,1995,17.0,28.0,1.0,1.0,27.0,D,14.8
Hawaii1996,Hawaii,1996,16.0,26.0,1.0,1.0,27.0,D,14.2
Hawaii1997,Hawaii,1997,14.0,21.0,1.0,1.0,27.0,D,12.8
Hawaii1998,Hawaii,1998,14.0,24.0,8.0,1.0,27.0,D,14.8
Hawaii1999,Hawaii,1999,10.0,24.0,1.0,1.0,27.0,D,12.6
Hawaii2000,Hawaii,2000,10.0,24.0,3.0,1.0,47.0,D,17.0
Hawaii2001,Hawaii,2001,8.0,21.0,3.0,1.0,47.0,D,16.0
Hawaii2002,Hawaii,2002,11.0,16.0,3.0,1.0,47.0,D,15.6
Hawaii2003,Hawaii,2003,12.0,18.0,1.0,1.0,47.0,D,15.8
Hawaii2004,Hawaii,2004,13.0,17.0,1.0,1.0,47.0,R,15.8
Hawaii2005,Hawaii,2005,13.0,17.0,1.0,1.0,47.0,R,15.8
Hawaii2006,Hawaii,2006,12.0,17.0,1.0,1.0,47.0,R,15.6
Hawaii2007,Hawaii,2007,11.0,18.0,1.0,1.0,47.0,R,15.6
Hawaii2008,Hawaii,2008,9.0,15.0,3.0,2.0,47.0,R,15.2
Hawaii2009,Hawaii,2009,9.0,14.0,2.0,1.0,47.0,R,14.6
Hawaii2010,Hawaii,2010,9.0,11.0,4.0,1.0,47.0,R,14.4
Hawaii2011,Hawaii,2011,10.0,11.0,3.0,2.0,47.0,R,14.6
Hawaii2012,Hawaii,2012,10.0,14.0,12.0,2.0,47.0,D,17.0
Hawaii2013,Hawaii,2013,8.0,15.0,3.0,2.0,47.0,D,15.0
Hawaii2014,Hawaii,2014,7.0,15.0,4.0,2.0,47.0,D,15.0
Iowa1980,Iowa,1980,36.0,37.0,35.0,39.0,19.0,R,33.2
Iowa1981,Iowa,1981,32.0,30.0,36.0,38.0,19.0,R,31.0
Iowa1982,Iowa,1982,31.0,29.0,38.0,46.0,19.0,R,32.6
Iowa1983,Iowa,1983,31.0,30.0,38.0,41.0,19.0,R,31.8
Iowa1984,Iowa,1984,29.0,29.0,33.0,36.0,19.0,R,29.2
Iowa1985,Iowa,1985,28.0,31.0,33.0,30.0,35.0,R,31.4
Iowa1986,Iowa,1986,28.0,34.0,34.0,30.0,35.0,R,32.2
Iowa1987,Iowa,1987,29.0,36.0,31.0,25.0,35.0,R,31.2
Iowa1988,Iowa,1988,29.0,39.0,32.0,31.0,35.0,D,33.2
Iowa1989,Iowa,1989,27.0,29.0,33.0,27.0,35.0,D,30.2
Iowa1990,Iowa,1990,27.0,29.0,33.0,26.0,8.0,D,24.6
Iowa1991,Iowa,1991,29.0,32.0,35.0,27.0,8.0,D,26.2
Iowa1992,Iowa,1992,28.0,32.0,35.0,28.0,8.0,D,26.2
Iowa1993,Iowa,1993,28.0,31.0,37.0,31.0,8.0,D,27.0
Iowa1994,Iowa,1994,27.0,31.0,36.0,32.0,8.0,D,26.8
Iowa1995,Iowa,1995,26.0,31.0,37.0,33.0,6.0,D,26.6
Iowa1996,Iowa,1996,26.0,31.0,39.0,32.0,6.0,D,26.8
Iowa1997,Iowa,1997,25.0,30.0,40.0,33.0,6.0,D,26.8
Iowa1998,Iowa,1998,28.0,31.0,38.0,30.0,6.0,D,26.6
Iowa1999,Iowa,1999,30.0,35.0,40.0,34.0,6.0,D,29.0
Iowa2000,Iowa,2000,26.0,33.0,38.0,33.0,7.0,D,27.4
Iowa2001,Iowa,2001,29.0,34.0,33.0,26.0,7.0,D,25.8
Iowa2002,Iowa,2002,28.0,34.0,36.0,28.0,7.0,D,26.6
Iowa2003,Iowa,2003,29.0,35.0,36.0,32.0,7.0,D,27.8
Iowa2004,Iowa,2004,29.0,37.0,35.0,28.0,7.0,D,27.2
Iowa2005,Iowa,2005,30.0,39.0,35.0,29.0,5.0,D,27.6
Iowa2006,Iowa,2006,30.0,41.0,37.0,30.0,5.0,D,28.6
Iowa2007,Iowa,2007,34.0,42.0,36.0,31.0,5.0,D,29.6
Iowa2008,Iowa,2008,35.0,43.0,39.0,33.0,5.0,R,31.0
Iowa2009,Iowa,2009,37.0,44.0,40.0,31.0,5.0,R,31.4
Iowa2010,Iowa,2010,37.0,43.0,37.0,29.0,7.0,R,30.6
Iowa2011,Iowa,2011,37.0,43.0,39.0,31.0,7.0,R,31.4
Iowa2012,Iowa,2012,36.0,44.0,38.0,30.0,7.0,D,31.0
Iowa2013,Iowa,2013,37.0,45.0,40.0,32.0,7.0,D,32.2
Iowa2014,Iowa,2014,38.0,45.0,40.0,35.0,7.0,D,33.0
Idaho1980,Idaho,1980,9.0,34.0,16.0,5.0,46.0,R,22.0
Idaho1981,Idaho,1981,9.0,36.0,15.0,6.0,46.0,R,22.4
Idaho1982,Idaho,1982,36.0,47.0,10.0,4.0,46.0,R,28.6
Idaho1983,Idaho,1983,37.0,47.0,22.0,7.0,46.0,R,31.8
Idaho1984,Idaho,1984,36.0,47.0,18.0,5.0,46.0,R,30.4
Idaho1985,Idaho,1985,36.0,47.0,20.0,9.0,48.0,R,32.0
Idaho1986,Idaho,1986,35.0,47.0,22.0,7.0,48.0,R,31.8
Idaho1987,Idaho,1987,35.0,45.0,21.0,7.0,48.0,R,31.2
Idaho1988,Idaho,1988,35.0,45.0,23.0,10.0,48.0,R,32.2
Idaho1989,Idaho,1989,35.0,46.0,22.0,10.0,48.0,R,32.2
Idaho1990,Idaho,1990,34.0,44.0,23.0,13.0,50.0,R,32.8
Idaho1991,Idaho,1991,35.0,44.0,23.0,13.0,50.0,R,33.0
Idaho1992,Idaho,1992,35.0,43.0,22.0,10.0,50.0,R,32.0
Idaho1993,Idaho,1993,35.0,45.0,20.0,13.0,50.0,R,32.6
Idaho1994,Idaho,1994,35.0,45.0,19.0,12.0,50.0,R,32.2
Idaho1995,Idaho,1995,35.0,44.0,22.0,14.0,50.0,R,33.0
Idaho1996,Idaho,1996,38.0,47.0,19.0,14.0,50.0,R,33.6
Idaho1997,Idaho,1997,37.0,46.0,19.0,14.0,50.0,R,33.2
Idaho1998,Idaho,1998,38.0,46.0,13.0,14.0,50.0,R,32.2
Idaho1999,Idaho,1999,39.0,47.0,20.0,18.0,50.0,R,34.8
Idaho2000,Idaho,2000,40.0,45.0,31.0,19.0,49.0,R,36.8
Idaho2001,Idaho,2001,38.0,45.0,24.0,19.0,49.0,R,35.0
Idaho2002,Idaho,2002,35.0,45.0,17.0,19.0,49.0,R,33.0
Idaho2003,Idaho,2003,32.0,46.0,17.0,17.0,49.0,R,32.2
Idaho2004,Idaho,2004,35.0,46.0,27.0,20.0,49.0,D,35.4
Idaho2005,Idaho,2005,34.0,46.0,25.0,20.0,48.0,D,34.6
Idaho2006,Idaho,2006,32.0,45.0,26.0,23.0,48.0,D,34.8
Idaho2007,Idaho,2007,32.0,45.0,23.0,20.0,48.0,D,33.6
Idaho2008,Idaho,2008,30.0,45.0,23.0,24.0,48.0,D,34.0
Idaho2009,Idaho,2009,29.0,45.0,23.0,22.0,48.0,D,33.4
Idaho2010,Idaho,2010,28.0,42.0,23.0,19.0,50.0,D,32.4
Idaho2011,Idaho,2011,28.0,45.0,29.0,25.0,50.0,D,35.4
Idaho2012,Idaho,2012,29.0,43.0,30.0,24.0,50.0,R,35.2
Idaho2013,Idaho,2013,28.0,43.0,31.0,25.0,50.0,R,35.4
Idaho2014,Idaho,2014,26.0,43.0,26.0,19.0,50.0,R,32.8
Illinois1980,Illinois,1980,47.0,42.0,13.0,44.0,49.0,R,39.0
Illinois1981,Illinois,1981,47.0,44.0,10.0,47.0,49.0,R,39.4
Illinois1982,Illinois,1982,47.0,41.0,12.0,48.0,49.0,R,39.4
Illinois1983,Illinois,1983,29.0,18.0,11.0,48.0,49.0,R,31.0
Illinois1984,Illinois,1984,28.0,16.0,13.0,45.0,49.0,R,30.2
Illinois1985,Illinois,1985,27.0,15.0,11.0,43.0,21.5,R,23.5
Illinois1986,Illinois,1986,26.0,17.0,11.0,42.0,21.5,R,23.5
Illinois1987,Illinois,1987,27.0,20.0,11.0,39.0,21.5,R,23.7
Illinois1988,Illinois,1988,28.0,21.0,10.0,42.0,21.5,R,24.5
Illinois1989,Illinois,1989,24.0,16.0,9.0,42.0,21.5,R,22.5
Illinois1990,Illinois,1990,25.0,15.0,9.0,43.0,28.0,R,24.0
Illinois1991,Illinois,1991,28.0,14.0,9.0,44.0,28.0,R,24.6
Illinois1992,Illinois,1992,26.0,14.0,9.0,43.0,28.0,D,24.0
Illinois1993,Illinois,1993,26.0,13.0,9.0,43.0,28.0,D,23.8
Illinois1994,Illinois,1994,25.0,13.0,9.0,41.0,28.0,D,23.2
Illinois1995,Illinois,1995,24.0,13.0,10.0,44.0,28.0,D,23.8
Illinois1996,Illinois,1996,24.0,12.0,12.0,46.0,28.0,D,24.4
Illinois1997,Illinois,1997,23.0,11.0,13.0,43.0,28.0,D,23.6
Illinois1998,Illinois,1998,23.0,11.0,10.0,42.0,28.0,D,22.8
Illinois1999,Illinois,1999,22.0,12.0,13.0,42.0,28.0,D,23.4
Illinois2000,Illinois,2000,23.0,14.0,9.0,42.0,37.0,D,25.0
Illinois2001,Illinois,2001,21.0,16.0,7.0,40.0,37.0,D,24.2
Illinois2002,Illinois,2002,20.0,18.0,10.0,43.0,37.0,D,25.6
Illinois2003,Illinois,2003,20.0,17.0,10.0,40.0,37.0,D,24.8
Illinois2004,Illinois,2004,18.0,16.0,10.0,39.0,37.0,R,24.0
Illinois2005,Illinois,2005,18.0,12.0,10.0,40.0,28.5,R,21.7
Illinois2006,Illinois,2006,18.0,9.0,12.0,42.0,28.5,R,21.9
Illinois2007,Illinois,2007,19.0,10.0,15.0,42.0,28.5,R,22.9
Illinois2008,Illinois,2008,20.0,13.0,16.0,45.0,28.5,R,24.5
Illinois2009,Illinois,2009,18.0,12.0,14.0,43.0,28.5,R,23.1
Illinois2010,Illinois,2010,19.0,13.0,15.0,43.0,23.0,R,22.6
Illinois2011,Illinois,2011,19.0,12.0,15.0,43.0,23.0,R,22.4
Illinois2012,Illinois,2012,20.0,15.0,16.0,43.0,23.0,D,23.4
Illinois2013,Illinois,2013,20.0,14.0,20.0,46.0,23.0,D,24.6
Illinois2014,Illinois,2014,20.0,13.0,15.0,47.0,23.0,D,23.6
Indiana1980,Indiana,1980,18.0,9.0,31.0,36.0,23.0,R,23.4
Indiana1981,Indiana,1981,19.0,9.0,32.0,37.0,23.0,R,24.0
Indiana1982,Indiana,1982,17.0,8.0,31.0,40.0,23.0,R,23.8
Indiana1983,Indiana,1983,18.0,10.0,26.0,34.0,23.0,R,22.2
Indiana1984,Indiana,1984,35.0,17.0,28.0,33.0,23.0,R,27.2
Indiana1985,Indiana,1985,34.0,19.0,26.0,31.0,29.5,R,27.9
Indiana1986,Indiana,1986,36.0,19.0,28.0,33.0,29.5,R,29.1
Indiana1987,Indiana,1987,36.0,21.0,28.0,34.0,29.5,R,29.7
Indiana1988,Indiana,1988,36.0,22.0,29.0,34.0,29.5,R,30.1
Indiana1989,Indiana,1989,37.0,19.0,29.0,33.0,29.5,R,29.5
Indiana1990,Indiana,1990,36.0,17.0,28.0,33.0,21.5,R,27.1
Indiana1991,Indiana,1991,37.0,19.0,27.0,33.0,21.5,R,27.5
Indiana1992,Indiana,1992,36.0,17.0,28.0,35.0,21.5,R,27.5
Indiana1993,Indiana,1993,38.0,14.0,29.0,34.0,21.5,R,27.3
Indiana1994,Indiana,1994,36.0,15.0,29.0,35.0,21.5,R,27.3
Indiana1995,Indiana,1995,36.0,14.0,28.0,34.0,16.5,R,25.7
Indiana1996,Indiana,1996,36.0,14.0,29.0,35.0,16.5,R,26.1
Indiana1997,Indiana,1997,36.0,12.0,29.0,35.0,16.5,R,25.7
Indiana1998,Indiana,1998,37.0,12.0,26.0,31.0,16.5,R,24.5
Indiana1999,Indiana,1999,36.0,14.0,28.0,32.0,16.5,R,25.3
Indiana2000,Indiana,2000,38.0,15.0,24.0,34.0,22.5,R,26.7
Indiana2001,Indiana,2001,39.0,19.0,21.0,29.0,22.5,R,26.1
Indiana2002,Indiana,2002,37.0,19.0,25.0,30.0,22.5,R,26.7
Indiana2003,Indiana,2003,39.0,16.0,27.0,34.0,22.5,R,27.7
Indiana2004,Indiana,2004,38.0,14.0,24.0,31.0,22.5,D,25.9
Indiana2005,Indiana,2005,36.0,16.0,23.0,31.0,16.0,D,24.4
Indiana2006,Indiana,2006,35.0,11.0,23.0,26.0,16.0,D,22.2
Indiana2007,Indiana,2007,37.0,14.0,25.0,30.0,16.0,D,24.4
Indiana2008,Indiana,2008,36.0,18.0,26.0,28.0,16.0,R,24.8
Indiana2009,Indiana,2009,35.0,20.0,25.0,26.0,16.0,R,24.4
Indiana2010,Indiana,2010,34.0,22.0,24.0,26.0,19.0,R,25.0
Indiana2011,Indiana,2011,34.0,22.0,26.0,27.0,19.0,R,25.6
Indiana2012,Indiana,2012,34.0,23.0,23.0,26.0,19.0,R,25.0
Indiana2013,Indiana,2013,34.0,22.0,22.0,27.0,19.0,R,24.8
Indiana2014,Indiana,2014,34.0,21.0,24.0,28.0,19.0,R,25.2
Kansas1980,Kansas,1980,14.0,4.0,20.0,33.0,7.0,R,15.6
Kansas1981,Kansas,1981,14.0,4.0,16.0,32.0,7.0,R,14.6
Kansas1982,Kansas,1982,13.0,4.0,20.0,39.0,7.0,R,16.6
Kansas1983,Kansas,1983,12.0,4.0,17.0,39.0,7.0,R,15.8
Kansas1984,Kansas,1984,14.0,4.0,12.0,31.0,7.0,R,13.6
Kansas1985,Kansas,1985,35.0,9.0,15.0,32.0,25.0,R,23.2
Kansas1986,Kansas,1986,37.0,15.0,13.0,28.0,25.0,R,23.6
Kansas1987,Kansas,1987,37.0,15.0,12.0,31.0,25.0,R,24.0
Kansas1988,Kansas,1988,37.0,15.0,15.0,32.0,25.0,R,24.8
Kansas1989,Kansas,1989,36.0,13.0,12.0,32.0,25.0,R,23.6
Kansas1990,Kansas,1990,37.0,11.0,11.0,32.0,31.0,R,24.4
Kansas1991,Kansas,1991,38.0,12.0,13.0,34.0,31.0,R,25.6
Kansas1992,Kansas,1992,37.0,11.0,10.0,32.0,31.0,R,24.2
Kansas1993,Kansas,1993,36.0,9.0,10.0,33.0,31.0,R,23.8
Kansas1994,Kansas,1994,37.0,10.0,10.0,29.0,31.0,R,23.4
Kansas1995,Kansas,1995,32.0,10.0,19.0,32.0,29.0,R,24.4
Kansas1996,Kansas,1996,32.0,10.0,23.0,33.0,29.0,R,25.4
Kansas1997,Kansas,1997,31.0,7.0,27.0,28.0,29.0,R,24.4
Kansas1998,Kansas,1998,31.0,7.0,29.0,34.0,29.0,R,26.0
Kansas1999,Kansas,1999,32.0,7.0,34.0,35.0,29.0,R,27.4
Kansas2000,Kansas,2000,33.0,7.0,23.0,31.0,43.0,R,27.4
Kansas2001,Kansas,2001,33.0,9.0,19.0,31.0,43.0,R,27.0
Kansas2002,Kansas,2002,32.0,13.0,23.0,29.0,43.0,R,28.0
Kansas2003,Kansas,2003,35.0,14.0,24.0,30.0,43.0,R,29.2
Kansas2004,Kansas,2004,31.0,11.0,22.0,30.0,43.0,D,27.4
Kansas2005,Kansas,2005,28.0,11.0,24.0,30.0,28.5,D,24.3
Kansas2006,Kansas,2006,27.0,15.0,21.0,27.0,28.5,D,23.7
Kansas2007,Kansas,2007,31.0,19.0,24.0,28.0,28.5,D,26.1
Kansas2008,Kansas,2008,29.0,26.0,29.0,29.0,28.5,D,28.3
Kansas2009,Kansas,2009,31.0,28.0,29.0,33.0,28.5,D,29.9
Kansas2010,Kansas,2010,30.0,27.0,27.0,30.0,30.0,D,28.8
Kansas2011,Kansas,2011,30.0,29.0,28.0,30.0,30.0,D,29.4
Kansas2012,Kansas,2012,30.0,31.0,28.0,28.0,30.0,R,29.4
Kansas2013,Kansas,2013,30.0,34.0,28.0,30.0,30.0,R,30.4
Kansas2014,Kansas,2014,30.0,36.0,30.0,32.0,30.0,R,31.6
Kentucky1980,Kentucky,1980,35.0,27.0,28.0,22.0,30.0,R,28.4
Kentucky1981,Kentucky,1981,36.0,26.0,21.0,20.0,30.0,R,26.6
Kentucky1982,Kentucky,1982,35.0,30.0,18.0,19.0,30.0,R,26.4
Kentucky1983,Kentucky,1983,36.0,28.0,21.0,18.0,30.0,R,26.6
Kentucky1984,Kentucky,1984,37.0,30.0,22.0,19.0,30.0,R,27.6
Kentucky1985,Kentucky,1985,37.0,30.0,22.0,18.0,5.0,R,22.4
Kentucky1986,Kentucky,1986,34.0,26.0,21.0,19.0,5.0,R,21.0
Kentucky1987,Kentucky,1987,34.0,26.0,25.0,20.0,5.0,R,22.0
Kentucky1988,Kentucky,1988,34.0,24.0,26.0,19.0,5.0,R,21.6
Kentucky1989,Kentucky,1989,34.0,24.0,24.0,20.0,5.0,R,21.4
Kentucky1990,Kentucky,1990,33.0,23.0,21.0,19.0,5.0,R,20.2
Kentucky1991,Kentucky,1991,34.0,23.0,24.0,19.0,5.0,R,21.0
Kentucky1992,Kentucky,1992,34.0,22.0,25.0,20.0,5.0,D,21.2
Kentucky1993,Kentucky,1993,34.0,21.0,28.0,20.0,5.0,D,21.6
Kentucky1994,Kentucky,1994,33.0,21.0,28.0,20.0,5.0,D,21.4
Kentucky1995,Kentucky,1995,34.0,20.0,27.0,21.0,2.0,D,20.8
Kentucky1996,Kentucky,1996,34.0,18.0,27.0,20.0,2.0,D,20.2
Kentucky1997,Kentucky,1997,34.0,18.0,28.0,20.0,2.0,D,20.4
Kentucky1998,Kentucky,1998,33.0,17.0,27.0,19.0,2.0,D,19.6
Kentucky1999,Kentucky,1999,35.0,15.0,23.0,20.0,2.0,D,19.0
Kentucky2000,Kentucky,2000,36.0,16.0,20.0,17.0,1.0,R,18.0
Kentucky2001,Kentucky,2001,37.0,23.0,15.0,15.0,1.0,R,18.2
Kentucky2002,Kentucky,2002,38.0,24.0,15.0,17.0,1.0,R,19.0
Kentucky2003,Kentucky,2003,38.0,26.0,20.0,18.0,1.0,R,20.6
Kentucky2004,Kentucky,2004,39.0,25.0,19.0,17.0,1.0,D,20.2
Kentucky2005,Kentucky,2005,38.0,22.0,19.0,17.0,4.0,D,20.0
Kentucky2006,Kentucky,2006,37.0,22.0,18.0,14.0,4.0,D,19.0
Kentucky2007,Kentucky,2007,38.0,23.0,18.0,16.0,4.0,D,19.8
Kentucky2008,Kentucky,2008,38.0,21.0,18.0,16.0,4.0,D,19.4
Kentucky2009,Kentucky,2009,38.0,24.0,21.0,15.0,4.0,D,20.4
Kentucky2010,Kentucky,2010,38.0,19.0,21.0,15.0,5.0,D,19.6
Kentucky2011,Kentucky,2011,35.0,18.0,22.0,16.0,5.0,D,19.2
Kentucky2012,Kentucky,2012,35.0,18.0,18.0,13.0,5.0,R,17.8
Kentucky2013,Kentucky,2013,33.0,17.0,15.0,16.0,5.0,R,17.2
Kentucky2014,Kentucky,2014,32.0,17.0,18.0,18.0,5.0,R,18.0
Louisiana1980,Louisiana,1980,39.0,21.0,4.0,12.0,5.0,R,16.2
Louisiana1981,Louisiana,1981,39.0,22.0,4.0,16.0,5.0,R,17.2
Louisiana1982,Louisiana,1982,38.0,22.0,3.0,13.0,5.0,R,16.2
Louisiana1983,Louisiana,1983,38.0,22.0,3.0,13.0,5.0,R,16.2
Louisiana1984,Louisiana,1984,39.0,23.0,3.0,12.0,5.0,R,16.4
Louisiana1985,Louisiana,1985,38.0,24.0,3.0,10.0,36.5,R,22.3
Louisiana1986,Louisiana,1986,39.0,29.0,3.0,12.0,36.5,R,23.9
Louisiana1987,Louisiana,1987,40.0,32.0,3.0,11.0,36.5,R,24.5
Louisiana1988,Louisiana,1988,40.0,32.0,3.0,11.0,36.5,R,24.5
Louisiana1989,Louisiana,1989,39.0,37.0,2.0,9.0,36.5,R,24.7
Louisiana1990,Louisiana,1990,39.0,35.0,2.0,9.0,35.5,R,24.1
Louisiana1991,Louisiana,1991,41.0,37.0,2.0,9.0,35.5,R,24.9
Louisiana1992,Louisiana,1992,41.0,38.0,5.0,11.0,35.5,D,26.1
Louisiana1993,Louisiana,1993,41.0,37.0,2.0,7.0,35.5,D,24.5
Louisiana1994,Louisiana,1994,42.0,36.0,3.0,6.0,35.5,D,24.5
Louisiana1995,Louisiana,1995,41.0,34.0,3.0,6.0,37.0,D,24.2
Louisiana1996,Louisiana,1996,42.0,35.0,6.0,6.0,37.0,D,25.2
Louisiana1997,Louisiana,1997,43.0,35.0,7.0,8.0,37.0,D,26.0
Louisiana1998,Louisiana,1998,43.0,37.0,9.0,6.0,37.0,D,26.4
Louisiana1999,Louisiana,1999,41.0,36.0,6.0,6.0,37.0,D,25.2
Louisiana2000,Louisiana,2000,44.0,36.0,7.0,6.0,25.0,R,23.6
Louisiana2001,Louisiana,2001,42.0,38.0,9.0,6.0,25.0,R,24.0
Louisiana2002,Louisiana,2002,41.0,35.0,5.0,6.0,25.0,R,22.4
Louisiana2003,Louisiana,2003,42.0,37.0,5.0,6.0,25.0,R,23.0
Louisiana2004,Louisiana,2004,42.0,40.0,4.0,5.0,25.0,D,23.2
Louisiana2005,Louisiana,2005,42.0,37.0,4.0,6.0,37.0,D,25.2
Louisiana2006,Louisiana,2006,44.0,36.0,5.0,6.0,37.0,D,25.6
Louisiana2007,Louisiana,2007,44.0,33.0,3.0,5.0,37.0,D,24.4
Louisiana2008,Louisiana,2008,45.0,30.0,2.0,6.0,37.0,D,24.0
Louisiana2009,Louisiana,2009,46.0,31.0,3.0,6.0,37.0,D,24.6
Louisiana2010,Louisiana,2010,47.0,29.0,2.0,6.0,34.5,D,23.7
Louisiana2011,Louisiana,2011,48.0,28.0,2.0,7.0,34.5,D,23.9
Louisiana2012,Louisiana,2012,48.0,26.0,2.0,6.0,34.5,R,23.3
Louisiana2013,Louisiana,2013,48.0,28.0,2.0,7.0,34.5,R,23.9
Louisiana2014,Louisiana,2014,47.0,31.0,2.0,7.0,34.5,R,24.3
Massachusetts1980,Massachusetts,1980,22.0,23.0,46.0,48.0,34.5,R,34.7
Massachusetts1981,Massachusetts,1981,23.0,23.0,46.0,45.0,34.5,R,34.3
Massachusetts1982,Massachusetts,1982,24.0,21.0,46.0,45.0,34.5,R,34.1
Massachusetts1983,Massachusetts,1983,25.0,23.0,45.0,46.0,34.5,R,34.7
Massachusetts1984,Massachusetts,1984,23.0,21.0,45.0,47.0,34.5,R,34.1
Massachusetts1985,Massachusetts,1985,23.0,20.0,44.0,46.0,14.0,R,29.4
Massachusetts1986,Massachusetts,1986,25.0,21.0,45.0,49.0,14.0,R,30.8
Massachusetts1987,Massachusetts,1987,25.0,19.0,45.0,48.0,14.0,R,30.2
Massachusetts1988,Massachusetts,1988,18.0,17.0,45.0,47.0,14.0,D,28.2
Massachusetts1989,Massachusetts,1989,17.0,17.0,46.0,49.0,14.0,D,28.6
Massachusetts1990,Massachusetts,1990,17.0,18.0,45.0,49.0,11.0,D,28.0
Massachusetts1991,Massachusetts,1991,16.0,20.0,46.0,45.0,11.0,D,27.6
Massachusetts1992,Massachusetts,1992,15.0,18.0,45.0,46.0,11.0,D,27.0
Massachusetts1993,Massachusetts,1993,17.0,19.0,46.0,49.0,11.0,D,28.4
Massachusetts1994,Massachusetts,1994,16.0,19.0,45.0,49.0,11.0,D,28.0
Massachusetts1995,Massachusetts,1995,15.0,18.0,44.0,46.0,8.0,D,26.2
Massachusetts1996,Massachusetts,1996,14.0,17.0,43.0,42.0,8.0,D,24.8
Massachusetts1997,Massachusetts,1997,13.0,15.0,44.0,42.0,8.0,D,24.4
Massachusetts1998,Massachusetts,1998,12.0,15.0,45.0,44.0,8.0,D,24.8
Massachusetts1999,Massachusetts,1999,13.0,16.0,44.0,43.0,8.0,D,24.8
Massachusetts2000,Massachusetts,2000,13.0,17.0,45.0,46.0,12.0,D,26.6
Massachusetts2001,Massachusetts,2001,12.0,15.0,45.0,47.0,12.0,D,26.2
Massachusetts2002,Massachusetts,2002,13.0,14.0,46.0,47.0,12.0,D,26.4
Massachusetts2003,Massachusetts,2003,10.0,13.0,44.0,44.0,12.0,D,24.6
Massachusetts2004,Massachusetts,2004,10.0,12.0,44.0,43.0,12.0,R,24.2
Massachusetts2005,Massachusetts,2005,8.0,8.0,44.0,43.0,18.0,R,24.2
Massachusetts2006,Massachusetts,2006,7.0,12.0,43.0,43.0,18.0,R,24.6
Massachusetts2007,Massachusetts,2007,8.0,8.0,44.0,44.0,18.0,R,24.4
Massachusetts2008,Massachusetts,2008,10.0,7.0,44.0,47.0,18.0,R,25.2
Massachusetts2009,Massachusetts,2009,10.0,8.0,43.0,45.0,18.0,R,24.8
Massachusetts2010,Massachusetts,2010,10.0,9.0,44.0,46.0,9.0,R,23.6
Massachusetts2011,Massachusetts,2011,9.0,9.0,44.0,48.0,9.0,R,23.8
Massachusetts2012,Massachusetts,2012,9.0,8.0,43.0,47.0,9.0,D,23.2
Massachusetts2013,Massachusetts,2013,10.0,7.0,44.0,44.0,9.0,D,22.8
Massachusetts2014,Massachusetts,2014,10.0,7.0,45.0,43.0,9.0,D,22.8
Maryland1980,Maryland,1980,17.0,15.0,38.0,29.0,3.0,D,20.4
Maryland1981,Maryland,1981,17.0,15.0,35.0,26.0,3.0,D,19.2
Maryland1982,Maryland,1982,16.0,15.0,34.0,24.0,3.0,D,18.4
Maryland1983,Maryland,1983,17.0,14.0,34.0,23.0,3.0,D,18.2
Maryland1984,Maryland,1984,16.0,15.0,38.0,29.0,3.0,R,20.2
Maryland1985,Maryland,1985,15.0,13.0,34.0,23.0,27.0,R,22.4
Maryland1986,Maryland,1986,16.0,11.0,32.0,25.0,27.0,R,22.2
Maryland1987,Maryland,1987,15.0,12.0,33.0,30.0,27.0,R,23.4
Maryland1988,Maryland,1988,15.0,11.0,34.0,27.0,27.0,R,22.8
