,State,Year,Population
1343,New Hampshire,1997,1189425.0
1344,New Hampshire,1998,1205940.0
1345,New Hampshire,1999,1222014.0
1346,New Hampshire,2000,1239882.0
1347,New Hampshire,2001,1255517.0
1348,New Hampshire,2002,1269089.0
1349,New Hampshire,2003,1279840.0
1350,New Hampshire,2004,1290121.0
1351,New Hampshire,2005,1298492.0
1352,New Hampshire,2006,1308389.0
1353,New Hampshire,2007,1312540.0
1354,New Hampshire,2008,1315906.0
1355,New Hampshire,2009,1316102.0
1356,New Hampshire,2010,1316872.0
1357,New Hampshire,2011,1318473.0
1358,New Hampshire,2012,1321182.0
1359,New Hampshire,2013,1322687.0
1360,New Hampshire,2014,1328743.0
1361,New Hampshire,2015,1330111.0
1362,New Hampshire,2016,1334795.0
1363,New Jersey,1970,7171112.0
1364,New Jersey,1971,7282000.0
1365,New Jersey,1972,7337000.0
1366,New Jersey,1973,7335000.0
1367,New Jersey,1974,7335000.0
1368,New Jersey,1975,7341000.0
1369,New Jersey,1976,7344000.0
1370,New Jersey,1977,7342000.0
1371,New Jersey,1978,7356000.0
1372,New Jersey,1979,7373000.0
1373,New Jersey,1980,7364823.0
1374,New Jersey,1981,7407472.0
1375,New Jersey,1982,7430968.0
1376,New Jersey,1983,7467785.0
1377,New Jersey,1984,7515473.0
1378,New Jersey,1985,7565528.0
1379,New Jersey,1986,7622159.0
1380,New Jersey,1987,7670742.0
1381,New Jersey,1988,7712333.0
1382,New Jersey,1989,7726089.0
1383,New Jersey,1990,7762963.0
1384,New Jersey,1991,7814676.0
1385,New Jersey,1992,7880508.0
1386,New Jersey,1993,7948915.0
1387,New Jersey,1994,8014306.0
1388,New Jersey,1995,8083242.0
1389,New Jersey,1996,8149596.0
1390,New Jersey,1997,8218808.0
1391,New Jersey,1998,8287418.0
1392,New Jersey,1999,8359592.0
1393,New Jersey,2000,8430621.0
1394,New Jersey,2001,8492671.0
1395,New Jersey,2002,8552643.0
1396,New Jersey,2003,8601402.0
1397,New Jersey,2004,8634561.0
1398,New Jersey,2005,8651974.0
1399,New Jersey,2006,8661679.0
1400,New Jersey,2007,8677885.0
1401,New Jersey,2008,8711090.0
1402,New Jersey,2009,8755602.0
1403,New Jersey,2010,8803729.0
1404,New Jersey,2011,8841243.0
1405,New Jersey,2012,8873211.0
1406,New Jersey,2013,8899162.0
1407,New Jersey,2014,8925001.0
1408,New Jersey,2015,8935421.0
1409,New Jersey,2016,8944469.0
1410,New Mexico,1970,1017055.0
1411,New Mexico,1971,1053000.0
1412,New Mexico,1972,1078000.0
1413,New Mexico,1973,1104000.0
1414,New Mexico,1974,1130000.0
1415,New Mexico,1975,1163000.0
1416,New Mexico,1976,1195000.0
1417,New Mexico,1977,1225000.0
1418,New Mexico,1978,1252000.0
1419,New Mexico,1979,1281000.0
1420,New Mexico,1980,1302894.0
1421,New Mexico,1981,1332748.0
1422,New Mexico,1982,1363823.0
1423,New Mexico,1983,1394361.0
1424,New Mexico,1984,1416717.0
1425,New Mexico,1985,1438361.0
1426,New Mexico,1986,1462729.0
1427,New Mexico,1987,1478520.0
1428,New Mexico,1988,1490337.0
1429,New Mexico,1989,1503901.0
1430,New Mexico,1990,1521574.0
1431,New Mexico,1991,1555305.0
1432,New Mexico,1992,1595442.0
1433,New Mexico,1993,1636453.0
1434,New Mexico,1994,1682398.0
1435,New Mexico,1995,1720394.0
1436,New Mexico,1996,1752326.0
1437,New Mexico,1997,1774839.0
1438,New Mexico,1998,1793484.0
1439,New Mexico,1999,1808082.0
1440,New Mexico,2000,1821204.0
1441,New Mexico,2001,1831690.0
1442,New Mexico,2002,1855309.0
1443,New Mexico,2003,1877574.0
1444,New Mexico,2004,1903808.0
1445,New Mexico,2005,1932274.0
1446,New Mexico,2006,1962137.0
1447,New Mexico,2007,1990070.0
1448,New Mexico,2008,2010662.0
1449,New Mexico,2009,2036802.0
1450,New Mexico,2010,2064756.0
1451,New Mexico,2011,2077756.0
1452,New Mexico,2012,2083784.0
1453,New Mexico,2013,2085193.0
1454,New Mexico,2014,2083024.0
1455,New Mexico,2015,2080328.0
1456,New Mexico,2016,2081015.0
1457,New York,1970,18241391.0
1458,New York,1971,18365000.0
1459,New York,1972,18352000.0
1460,New York,1973,18195000.0
1461,New York,1974,18073000.0
1462,New York,1975,18032000.0
1463,New York,1976,17975000.0
1464,New York,1977,17851000.0
1465,New York,1978,17720000.0
1466,New York,1979,17634000.0
1467,New York,1980,17558072.0
1468,New York,1981,17567734.0
1469,New York,1982,17589738.0
1470,New York,1983,17686905.0
1471,New York,1984,17745684.0
1472,New York,1985,17791672.0
1473,New York,1986,17833419.0
1474,New York,1987,17868848.0
1475,New York,1988,17941309.0
1476,New York,1989,17983086.0
1477,New York,1990,18020784.0
1478,New York,1991,18122510.0
1479,New York,1992,18246653.0
1480,New York,1993,18374954.0
1481,New York,1994,18459470.0
1482,New York,1995,18524104.0
1483,New York,1996,18588460.0
1484,New York,1997,18656546.0
1485,New York,1998,18755906.0
1486,New York,1999,18882725.0
1487,New York,2000,19001780.0
1488,New York,2001,19082838.0
1489,New York,2002,19137800.0
1490,New York,2003,19175939.0
1491,New York,2004,19171567.0
1492,New York,2005,19132610.0
1493,New York,2006,19104631.0
1494,New York,2007,19132335.0
1495,New York,2008,19212436.0
1496,New York,2009,19307066.0
1497,New York,2010,19402640.0
1498,New York,2011,19519529.0
1499,New York,2012,19602769.0
1500,New York,2013,19673546.0
1501,New York,2014,19718515.0
1502,New York,2015,19747183.0
1503,New York,2016,19745289.0
1504,North Carolina,1970,5084411.0
1505,North Carolina,1971,5201000.0
1506,North Carolina,1972,5296000.0
1507,North Carolina,1973,5382000.0
1508,North Carolina,1974,5461000.0
1509,North Carolina,1975,5535000.0
1510,North Carolina,1976,5593000.0
1511,North Carolina,1977,5668000.0
1512,North Carolina,1978,5739000.0
1513,North Carolina,1979,5802000.0
1514,North Carolina,1980,5881766.0
1515,North Carolina,1981,5956653.0
1516,North Carolina,1982,6019101.0
1517,North Carolina,1983,6077056.0
1518,North Carolina,1984,6164006.0
1519,North Carolina,1985,6253954.0
1520,North Carolina,1986,6321578.0
1521,North Carolina,1987,6403700.0
1522,North Carolina,1988,6480594.0
1523,North Carolina,1989,6565459.0
1524,North Carolina,1990,6664016.0
1525,North Carolina,1991,6784280.0
1526,North Carolina,1992,6897214.0
1527,North Carolina,1993,7042818.0
1528,North Carolina,1994,7187398.0
1529,North Carolina,1995,7344674.0
1530,North Carolina,1996,7500670.0
1531,North Carolina,1997,7656825.0
1532,North Carolina,1998,7809121.0
1533,North Carolina,1999,7949361.0
1534,North Carolina,2000,8081614.0
1535,North Carolina,2001,8210122.0
1536,North Carolina,2002,8326201.0
1537,North Carolina,2003,8422501.0
1538,North Carolina,2004,8553152.0
1539,North Carolina,2005,8705407.0
1540,North Carolina,2006,8917270.0
1541,North Carolina,2007,9118037.0
1542,North Carolina,2008,9309449.0
1543,North Carolina,2009,9449566.0
1544,North Carolina,2010,9558915.0
1545,North Carolina,2011,9650963.0
1546,North Carolina,2012,9746175.0
1547,North Carolina,2013,9841590.0
1548,North Carolina,2014,9934399.0
1549,North Carolina,2015,10035186.0
1550,North Carolina,2016,10146788.0
1551,North Dakota,1970,617792.0
1552,North Dakota,1971,627000.0
1553,North Dakota,1972,631000.0
1554,North Dakota,1973,632000.0
1555,North Dakota,1974,634000.0
1556,North Dakota,1975,638000.0
1557,North Dakota,1976,645000.0
1558,North Dakota,1977,649000.0
1559,North Dakota,1978,651000.0
1560,North Dakota,1979,652000.0
1561,North Dakota,1980,652717.0
1562,North Dakota,1981,659505.0
1563,North Dakota,1982,668972.0
1564,North Dakota,1983,676688.0
1565,North Dakota,1984,680497.0
1566,North Dakota,1985,676980.0
1567,North Dakota,1986,669512.0
1568,North Dakota,1987,661136.0
1569,North Dakota,1988,655331.0
1570,North Dakota,1989,646351.0
1571,North Dakota,1990,637685.0
1572,North Dakota,1991,635753.0
1573,North Dakota,1992,638223.0
1574,North Dakota,1993,641216.0
1575,North Dakota,1994,644804.0
1576,North Dakota,1995,647832.0
1577,North Dakota,1996,650382.0
1578,North Dakota,1997,649716.0
1579,North Dakota,1998,647532.0
1580,North Dakota,1999,644259.0
1581,North Dakota,2000,642023.0
1582,North Dakota,2001,639062.0
1583,North Dakota,2002,638168.0
1584,North Dakota,2003,638817.0
1585,North Dakota,2004,644705.0
1586,North Dakota,2005,646089.0
1587,North Dakota,2006,649422.0
1588,North Dakota,2007,652822.0
1589,North Dakota,2008,657569.0
1590,North Dakota,2009,664968.0
1591,North Dakota,2010,674526.0
1592,North Dakota,2011,685476.0
1593,North Dakota,2012,702087.0
1594,North Dakota,2013,724019.0
1595,North Dakota,2014,739904.0
1596,North Dakota,2015,756835.0
1597,North Dakota,2016,757952.0
1598,Ohio,1970,10657423.0
1599,Ohio,1971,10735000.0
1600,Ohio,1972,10747000.0
1601,Ohio,1973,10767000.0
1602,Ohio,1974,10766000.0
1603,Ohio,1975,10770000.0
1604,Ohio,1976,10753000.0
1605,Ohio,1977,10771000.0
1606,Ohio,1978,10795000.0
1607,Ohio,1979,10799000.0
1608,Ohio,1980,10797630.0
1609,Ohio,1981,10788330.0
1610,Ohio,1982,10757087.0
1611,Ohio,1983,10737632.0
1612,Ohio,1984,10737746.0
1613,Ohio,1985,10734926.0
1614,Ohio,1986,10730268.0
1615,Ohio,1987,10760090.0
1616,Ohio,1988,10798552.0
1617,Ohio,1989,10829217.0
1618,Ohio,1990,10864162.0
1619,Ohio,1991,10945762.0
1620,Ohio,1992,11029431.0
1621,Ohio,1993,11101140.0
1622,Ohio,1994,11152454.0
1623,Ohio,1995,11202751.0
1624,Ohio,1996,11242827.0
1625,Ohio,1997,11277357.0
1626,Ohio,1998,11311536.0
1627,Ohio,1999,11335454.0
1628,Ohio,2000,11363543.0
1629,Ohio,2001,11387404.0
1630,Ohio,2002,11407889.0
1631,Ohio,2003,11434788.0
1632,Ohio,2004,11452251.0
1633,Ohio,2005,11463320.0
1634,Ohio,2006,11481213.0
1635,Ohio,2007,11500468.0
1636,Ohio,2008,11515391.0
1637,Ohio,2009,11528896.0
1638,Ohio,2010,11540983.0
1639,Ohio,2011,11544824.0
1640,Ohio,2012,11550839.0
1641,Ohio,2013,11570022.0
1642,Ohio,2014,11594408.0
1643,Ohio,2015,11605090.0
1644,Ohio,2016,11614373.0
1645,Oklahoma,1970,2559463.0
1646,Oklahoma,1971,2618000.0
1647,Oklahoma,1972,2657000.0
1648,Oklahoma,1973,2694000.0
1649,Oklahoma,1974,2732000.0
1650,Oklahoma,1975,2772000.0
1651,Oklahoma,1976,2823000.0
1652,Oklahoma,1977,2866000.0
1653,Oklahoma,1978,2913000.0
1654,Oklahoma,1979,2970000.0
1655,Oklahoma,1980,3025290.0
1656,Oklahoma,1981,3096164.0
1657,Oklahoma,1982,3206123.0
1658,Oklahoma,1983,3290402.0
1659,Oklahoma,1984,3285533.0
1660,Oklahoma,1985,3271332.0
1661,Oklahoma,1986,3252735.0
1662,Oklahoma,1987,3210122.0
1663,Oklahoma,1988,3167057.0
1664,Oklahoma,1989,3150307.0
1665,Oklahoma,1990,3148825.0
1666,Oklahoma,1991,3175440.0
1667,Oklahoma,1992,3220517.0
1668,Oklahoma,1993,3252285.0
1669,Oklahoma,1994,3280940.0
1670,Oklahoma,1995,3308208.0
1671,Oklahoma,1996,3340129.0
1672,Oklahoma,1997,3372917.0
1673,Oklahoma,1998,3405194.0
1674,Oklahoma,1999,3437147.0
1675,Oklahoma,2000,3454365.0
1676,Oklahoma,2001,3467100.0
1677,Oklahoma,2002,3489080.0
1678,Oklahoma,2003,3504892.0
1679,Oklahoma,2004,3525233.0
1680,Oklahoma,2005,3548597.0
1681,Oklahoma,2006,3594090.0
1682,Oklahoma,2007,3634349.0
1683,Oklahoma,2008,3668976.0
1684,Oklahoma,2009,3717572.0
1685,Oklahoma,2010,3759603.0
1686,Oklahoma,2011,3786274.0
1687,Oklahoma,2012,3817054.0
1688,Oklahoma,2013,3852415.0
1689,Oklahoma,2014,3877499.0
1690,Oklahoma,2015,3907414.0
1691,Oklahoma,2016,3923561.0
1692,Oregon,1970,2091533.0
1693,Oregon,1971,2150000.0
1694,Oregon,1972,2195000.0
1695,Oregon,1973,2239000.0
1696,Oregon,1974,2281000.0
1697,Oregon,1975,2325000.0
1698,Oregon,1976,2372000.0
1699,Oregon,1977,2439000.0
1700,Oregon,1978,2510000.0
1701,Oregon,1979,2578000.0
1702,Oregon,1980,2633105.0
1703,Oregon,1981,2667982.0
1704,Oregon,1982,2664922.0
1705,Oregon,1983,2653066.0
1706,Oregon,1984,2666588.0
1707,Oregon,1985,2672652.0
1708,Oregon,1986,2683528.0
1709,Oregon,1987,2700991.0
1710,Oregon,1988,2741297.0
1711,Oregon,1989,2790575.0
1712,Oregon,1990,2860375.0
1713,Oregon,1991,2928507.0
1714,Oregon,1992,2991755.0
1715,Oregon,1993,3060367.0
1716,Oregon,1994,3121264.0
1717,Oregon,1995,3184369.0
1718,Oregon,1996,3247111.0
1719,Oregon,1997,3304310.0
1720,Oregon,1998,3352449.0
1721,Oregon,1999,3393941.0
1722,Oregon,2000,3429708.0
1723,Oregon,2001,3467937.0
1724,Oregon,2002,3513424.0
1725,Oregon,2003,3547376.0
1726,Oregon,2004,3569463.0
1727,Oregon,2005,3613202.0
1728,Oregon,2006,3670883.0
1729,Oregon,2007,3722417.0
1730,Oregon,2008,3768748.0
1731,Oregon,2009,3808600.0
1732,Oregon,2010,3838048.0
1733,Oregon,2011,3868031.0
1734,Oregon,2012,3899116.0
1735,Oregon,2013,3925751.0
1736,Oregon,2014,3968371.0
1737,Oregon,2015,4024634.0
1738,Oregon,2016,4093465.0
1739,Pennsylvania,1970,11800766.0
1740,Pennsylvania,1971,11884000.0
1741,Pennsylvania,1972,11905000.0
1742,Pennsylvania,1973,11885000.0
1743,Pennsylvania,1974,11864000.0
1744,Pennsylvania,1975,11898000.0
1745,Pennsylvania,1976,11887000.0
1746,Pennsylvania,1977,11882000.0
1747,Pennsylvania,1978,11865000.0
1748,Pennsylvania,1979,11874000.0
1749,Pennsylvania,1980,11863895.0
1750,Pennsylvania,1981,11858567.0
1751,Pennsylvania,1982,11845146.0
1752,Pennsylvania,1983,11837723.0
1753,Pennsylvania,1984,11815172.0
1754,Pennsylvania,1985,11770862.0
1755,Pennsylvania,1986,11782752.0
1756,Pennsylvania,1987,11810866.0
1757,Pennsylvania,1988,11845752.0
1758,Pennsylvania,1989,11865996.0
1759,Pennsylvania,1990,11903299.0
1760,Pennsylvania,1991,11982164.0
1761,Pennsylvania,1992,12049450.0
1762,Pennsylvania,1993,12119724.0
1763,Pennsylvania,1994,12166050.0
1764,Pennsylvania,1995,12198403.0
1765,Pennsylvania,1996,12220464.0
1766,Pennsylvania,1997,12227814.0
1767,Pennsylvania,1998,12245672.0
1768,Pennsylvania,1999,12263805.0
1769,Pennsylvania,2000,12284173.0
1770,Pennsylvania,2001,12298970.0
1771,Pennsylvania,2002,12331031.0
1772,Pennsylvania,2003,12374658.0
1773,Pennsylvania,2004,12410722.0
1774,Pennsylvania,2005,12449990.0
1775,Pennsylvania,2006,12510809.0
1776,Pennsylvania,2007,12563937.0
1777,Pennsylvania,2008,12612285.0
1778,Pennsylvania,2009,12666858.0
1779,Pennsylvania,2010,12712343.0
1780,Pennsylvania,2011,12744293.0
1781,Pennsylvania,2012,12771854.0
1782,Pennsylvania,2013,12781338.0
1783,Pennsylvania,2014,12790565.0
1784,Pennsylvania,2015,12791904.0
1785,Pennsylvania,2016,12784227.0
1786,Rhode Island,1970,949722.0
1787,Rhode Island,1971,964000.0
1788,Rhode Island,1972,976000.0
1789,Rhode Island,1973,978000.0
1790,Rhode Island,1974,953000.0
1791,Rhode Island,1975,946000.0
1792,Rhode Island,1976,950000.0
1793,Rhode Island,1977,955000.0
1794,Rhode Island,1978,957000.0
1795,Rhode Island,1979,957000.0
1796,Rhode Island,1980,947154.0
1797,Rhode Island,1981,953013.0
1798,Rhode Island,1982,954170.0
1799,Rhode Island,1983,956382.0
1800,Rhode Island,1984,961894.0
1801,Rhode Island,1985,968955.0
1802,Rhode Island,1986,977341.0
1803,Rhode Island,1987,989604.0
1804,Rhode Island,1988,996408.0
1805,Rhode Island,1989,1000666.0
1806,Rhode Island,1990,1005995.0
1807,Rhode Island,1991,1010649.0
1808,Rhode Island,1992,1012581.0
1809,Rhode Island,1993,1015112.0
1810,Rhode Island,1994,1015960.0
1811,Rhode Island,1995,1017002.0
1812,Rhode Island,1996,1020893.0
1813,Rhode Island,1997,1025353.0
1814,Rhode Island,1998,1031155.0
1815,Rhode Island,1999,1040402.0
1816,Rhode Island,2000,1050268.0
1817,Rhode Island,2001,1057142.0
1818,Rhode Island,2002,1065995.0
1819,Rhode Island,2003,1071342.0
1820,Rhode Island,2004,1074579.0
1821,Rhode Island,2005,1067916.0
1822,Rhode Island,2006,1063096.0
1823,Rhode Island,2007,1057315.0
1824,Rhode Island,2008,1055003.0
1825,Rhode Island,2009,1053646.0
1826,Rhode Island,2010,1053337.0
1827,Rhode Island,2011,1052451.0
1828,Rhode Island,2012,1052901.0
1829,Rhode Island,2013,1053033.0
1830,Rhode Island,2014,1054480.0
1831,Rhode Island,2015,1055607.0
1832,Rhode Island,2016,1056426.0
1833,South Carolina,1970,2590713.0
1834,South Carolina,1971,2662000.0
1835,South Carolina,1972,2718000.0
1836,South Carolina,1973,2775000.0
1837,South Carolina,1974,2843000.0
1838,South Carolina,1975,2900000.0
1839,South Carolina,1976,2941000.0
1840,South Carolina,1977,2989000.0
1841,South Carolina,1978,3041000.0
1842,South Carolina,1979,3087000.0
1843,South Carolina,1980,3121820.0
1844,South Carolina,1981,3179255.0
1845,South Carolina,1982,3207614.0
1846,South Carolina,1983,3234066.0
1847,South Carolina,1984,3271868.0
1848,South Carolina,1985,3303209.0
1849,South Carolina,1986,3342758.0
1850,South Carolina,1987,3380506.0
1851,South Carolina,1988,3412096.0
1852,South Carolina,1989,3456775.0
1853,South Carolina,1990,3501155.0
1854,South Carolina,1991,3570404.0
1855,South Carolina,1992,3620464.0
1856,South Carolina,1993,3663314.0
1857,South Carolina,1994,3705397.0
1858,South Carolina,1995,3748582.0
1859,South Carolina,1996,3796200.0
1860,South Carolina,1997,3859696.0
1861,South Carolina,1998,3919235.0
1862,South Carolina,1999,3974682.0
1863,South Carolina,2000,4024223.0
1864,South Carolina,2001,4064995.0
1865,South Carolina,2002,4107795.0
1866,South Carolina,2003,4150297.0
1867,South Carolina,2004,4210921.0
1868,South Carolina,2005,4270150.0
1869,South Carolina,2006,4357847.0
1870,South Carolina,2007,4444110.0
1871,South Carolina,2008,4528996.0
1872,South Carolina,2009,4589872.0
1873,South Carolina,2010,4635943.0
1874,South Carolina,2011,4672637.0
1875,South Carolina,2012,4720760.0
1876,South Carolina,2013,4767894.0
1877,South Carolina,2014,4828430.0
1878,South Carolina,2015,4894834.0
1879,South Carolina,2016,4961119.0
1880,South Dakota,1970,666257.0
1881,South Dakota,1971,671000.0
1882,South Dakota,1972,677000.0
1883,South Dakota,1973,679000.0
1884,South Dakota,1974,680000.0
1885,South Dakota,1975,681000.0
1886,South Dakota,1976,687000.0
1887,South Dakota,1977,689000.0
1888,South Dakota,1978,689000.0
1889,South Dakota,1979,689000.0
1890,South Dakota,1980,690768.0
1891,South Dakota,1981,689584.0
1892,South Dakota,1982,690597.0
1893,South Dakota,1983,693008.0
1894,South Dakota,1984,697249.0
1895,South Dakota,1985,698402.0
1896,South Dakota,1986,696034.0
1897,South Dakota,1987,696036.0
1898,South Dakota,1988,698165.0
1899,South Dakota,1989,696701.0
1900,South Dakota,1990,697101.0
1901,South Dakota,1991,703669.0
1902,South Dakota,1992,712801.0
1903,South Dakota,1993,722159.0
1904,South Dakota,1994,730790.0
1905,South Dakota,1995,737925.0
1906,South Dakota,1996,742213.0
1907,South Dakota,1997,744223.0
1908,South Dakota,1998,746058.0
1909,South Dakota,1999,750412.0
1910,South Dakota,2000,755844.0
1911,South Dakota,2001,757972.0
1912,South Dakota,2002,760020.0
1913,South Dakota,2003,763729.0
1914,South Dakota,2004,770396.0
1915,South Dakota,2005,775493.0
1916,South Dakota,2006,783033.0
1917,South Dakota,2007,791623.0
1918,South Dakota,2008,799124.0
1919,South Dakota,2009,807067.0
1920,South Dakota,2010,816325.0
1921,South Dakota,2011,824398.0
1922,South Dakota,2012,834441.0
1923,South Dakota,2013,844922.0
1924,South Dakota,2014,852561.0
1925,South Dakota,2015,857919.0
1926,South Dakota,2016,865454.0
1927,Tennessee,1970,3926018.0
1928,Tennessee,1971,4010000.0
1929,Tennessee,1972,4088000.0
1930,Tennessee,1973,4138000.0
1931,Tennessee,1974,4202000.0
1932,Tennessee,1975,4261000.0
1933,Tennessee,1976,4329000.0
1934,Tennessee,1977,4402000.0
1935,Tennessee,1978,4462000.0
1936,Tennessee,1979,4533000.0
1937,Tennessee,1980,4591120.0
1938,Tennessee,1981,4627658.0
1939,Tennessee,1982,4646041.0
1940,Tennessee,1983,4659749.0
1941,Tennessee,1984,4686737.0
1942,Tennessee,1985,4715296.0
1943,Tennessee,1986,4738708.0
1944,Tennessee,1987,4782927.0
1945,Tennessee,1988,4822437.0
1946,Tennessee,1989,4854444.0
1947,Tennessee,1990,4894492.0
1948,Tennessee,1991,4966587.0
1949,Tennessee,1992,5049742.0
1950,Tennessee,1993,5137584.0
1951,Tennessee,1994,5231438.0
1952,Tennessee,1995,5326936.0
1953,Tennessee,1996,5416643.0
1954,Tennessee,1997,5499233.0
1955,Tennessee,1998,5570045.0
1956,Tennessee,1999,5638706.0
1957,Tennessee,2000,5703719.0
1958,Tennessee,2001,5750789.0
1959,Tennessee,2002,5795918.0
1960,Tennessee,2003,5847812.0
1961,Tennessee,2004,5910809.0
1962,Tennessee,2005,5991057.0
1963,Tennessee,2006,6088766.0
1964,Tennessee,2007,6175727.0
1965,Tennessee,2008,6247411.0
1966,Tennessee,2009,6306019.0
1967,Tennessee,2010,6356671.0
1968,Tennessee,2011,6397634.0
1969,Tennessee,2012,6454306.0
1970,Tennessee,2013,6494821.0
1971,Tennessee,2014,6544663.0
1972,Tennessee,2015,6595056.0
1973,Tennessee,2016,6651194.0
1974,Texas,1970,11198657.0
1975,Texas,1971,11510000.0
1976,Texas,1972,11759000.0
1977,Texas,1973,12019000.0
1978,Texas,1974,12268000.0
1979,Texas,1975,12568000.0
1980,Texas,1976,12903000.0
1981,Texas,1977,13192000.0
1982,Texas,1978,13498000.0
1983,Texas,1979,13887000.0
1984,Texas,1980,14229191.0
1985,Texas,1981,14746318.0
1986,Texas,1982,15331415.0
1987,Texas,1983,15751676.0
1988,Texas,1984,16007086.0
1989,Texas,1985,16272734.0
1990,Texas,1986,16561113.0
1991,Texas,1987,16621791.0
1992,Texas,1988,16667022.0
1993,Texas,1989,16806735.0
1994,Texas,1990,17056755.0
1995,Texas,1991,17398005.0
1996,Texas,1992,17759738.0
1997,Texas,1993,18161612.0
1998,Texas,1994,18564062.0
1999,Texas,1995,18958751.0
2000,Texas,1996,19340342.0
2001,Texas,1997,19740317.0
2002,Texas,1998,20157531.0
2003,Texas,1999,20558220.0
2004,Texas,2000,20944499.0
2005,Texas,2001,21319622.0
2006,Texas,2002,21690325.0
2007,Texas,2003,22030931.0
2008,Texas,2004,22394023.0
2009,Texas,2005,22778123.0
2010,Texas,2006,23359580.0
2011,Texas,2007,23831983.0
2012,Texas,2008,24309039.0
2013,Texas,2009,24801761.0
2014,Texas,2010,25244310.0
2015,Texas,2011,25646389.0
2016,Texas,2012,26071655.0
2017,Texas,2013,26473525.0
2018,Texas,2014,26944751.0
2019,Texas,2015,27429639.0
2020,Texas,2016,27862596.0
2021,Utah,1970,1059273.0
2022,Utah,1971,1101000.0
2023,Utah,1972,1135000.0
2024,Utah,1973,1169000.0
2025,Utah,1974,1199000.0
2026,Utah,1975,1234000.0
2027,Utah,1976,1272000.0
2028,Utah,1977,1316000.0
2029,Utah,1978,1364000.0
2030,Utah,1979,1416000.0
2031,Utah,1980,1461037.0
2032,Utah,1981,1515471.0
2033,Utah,1982,1558314.0
2034,Utah,1983,1594943.0
2035,Utah,1984,1622342.0
2036,Utah,1985,1642910.0
2037,Utah,1986,1662834.0
2038,Utah,1987,1678119.0
2039,Utah,1988,1689372.0
2040,Utah,1989,1705864.0
2041,Utah,1990,1731223.0
2042,Utah,1991,1779780.0
2043,Utah,1992,1836799.0
2044,Utah,1993,1898404.0
2045,Utah,1994,1960446.0
2046,Utah,1995,2014177.0
2047,Utah,1996,2067976.0
2048,Utah,1997,2119784.0
2049,Utah,1998,2165960.0
2050,Utah,1999,2203482.0
2051,Utah,2000,2244502.0
2052,Utah,2001,2283715.0
2053,Utah,2002,2324815.0
2054,Utah,2003,2360137.0
2055,Utah,2004,2401580.0
2056,Utah,2005,2457719.0
2057,Utah,2006,2525507.0
2058,Utah,2007,2597746.0
2059,Utah,2008,2663029.0
2060,Utah,2009,2723421.0
2061,Utah,2010,2775326.0
2062,Utah,2011,2816124.0
2063,Utah,2012,2855782.0
2064,Utah,2013,2902663.0
2065,Utah,2014,2941836.0
2066,Utah,2015,2990632.0
2067,Utah,2016,3051217.0
2068,Vermont,1970,444732.0
2069,Vermont,1971,454000.0
2070,Vermont,1972,463000.0
2071,Vermont,1973,469000.0
2072,Vermont,1974,473000.0
2073,Vermont,1975,480000.0
2074,Vermont,1976,485000.0
2075,Vermont,1977,492000.0
2076,Vermont,1978,498000.0
2077,Vermont,1979,506000.0
2078,Vermont,1980,511456.0
2079,Vermont,1981,515594.0
2080,Vermont,1982,519109.0
2081,Vermont,1983,523302.0
2082,Vermont,1984,526660.0
2083,Vermont,1985,530035.0
2084,Vermont,1986,534066.0
2085,Vermont,1987,540267.0
2086,Vermont,1988,549763.0
2087,Vermont,1989,557707.0
2088,Vermont,1990,564798.0
2089,Vermont,1991,568606.0
2090,Vermont,1992,572751.0
2091,Vermont,1993,577748.0
2092,Vermont,1994,583836.0
2093,Vermont,1995,589002.0
2094,Vermont,1996,593701.0
2095,Vermont,1997,597239.0
2096,Vermont,1998,600416.0
2097,Vermont,1999,604683.0
2098,Vermont,2000,609618.0
2099,Vermont,2001,612223.0
2100,Vermont,2002,615442.0
2101,Vermont,2003,617858.0
2102,Vermont,2004,619920.0
2103,Vermont,2005,621215.0
2104,Vermont,2006,622892.0
2105,Vermont,2007,623481.0
2106,Vermont,2008,624151.0
2107,Vermont,2009,624817.0
2108,Vermont,2010,625982.0
2109,Vermont,2011,626730.0
2110,Vermont,2012,626444.0
2111,Vermont,2013,627140.0
2112,Vermont,2014,626984.0
2113,Vermont,2015,626088.0
2114,Vermont,2016,624594.0
2115,Virginia,1970,4651448.0
2116,Virginia,1971,4753000.0
2117,Virginia,1972,4828000.0
2118,Virginia,1973,4907000.0
2119,Virginia,1974,4978000.0
2120,Virginia,1975,5056000.0
2121,Virginia,1976,5133000.0
2122,Virginia,1977,5206000.0
2123,Virginia,1978,5284000.0
2124,Virginia,1979,5324000.0
2125,Virginia,1980,5346818.0
2126,Virginia,1981,5444097.0
2127,Virginia,1982,5492783.0
2128,Virginia,1983,5564657.0
2129,Virginia,1984,5643870.0
2130,Virginia,1985,5715153.0
2131,Virginia,1986,5811700.0
2132,Virginia,1987,5932268.0
2133,Virginia,1988,6036909.0
2134,Virginia,1989,6120246.0
2135,Virginia,1990,6216884.0
2136,Virginia,1991,6301217.0
2137,Virginia,1992,6414307.0
2138,Virginia,1993,6509630.0
2139,Virginia,1994,6593139.0
2140,Virginia,1995,6670693.0
2141,Virginia,1996,6750884.0
2142,Virginia,1997,6829183.0
2143,Virginia,1998,6900918.0
2144,Virginia,1999,7000174.0
