,State,Year,Population
2145,Virginia,2000,7105817.0
2146,Virginia,2001,7198362.0
2147,Virginia,2002,7286873.0
2148,Virginia,2003,7366977.0
2149,Virginia,2004,7475575.0
2150,Virginia,2005,7577105.0
2151,Virginia,2006,7673725.0
2152,Virginia,2007,7751000.0
2153,Virginia,2008,7833496.0
2154,Virginia,2009,7925937.0
2155,Virginia,2010,8025773.0
2156,Virginia,2011,8110035.0
2157,Virginia,2012,8192048.0
2158,Virginia,2013,8262692.0
2159,Virginia,2014,8317372.0
2160,Virginia,2015,8367587.0
2161,Virginia,2016,8411808.0
2162,Washington,1970,3413244.0
2163,Washington,1971,3447000.0
2164,Washington,1972,3447000.0
2165,Washington,1973,3477000.0
2166,Washington,1974,3548000.0
2167,Washington,1975,3619000.0
2168,Washington,1976,3691000.0
2169,Washington,1977,3772000.0
2170,Washington,1978,3886000.0
2171,Washington,1979,4013000.0
2172,Washington,1980,4132156.0
2173,Washington,1981,4235731.0
2174,Washington,1982,4276552.0
2175,Washington,1983,4300266.0
2176,Washington,1984,4343656.0
2177,Washington,1985,4400098.0
2178,Washington,1986,4452720.0
2179,Washington,1987,4531901.0
2180,Washington,1988,4639893.0
2181,Washington,1989,4746316.0
2182,Washington,1990,4903043.0
2183,Washington,1991,5025624.0
2184,Washington,1992,5160757.0
2185,Washington,1993,5278842.0
2186,Washington,1994,5375161.0
2187,Washington,1995,5481027.0
2188,Washington,1996,5569753.0
2189,Washington,1997,5674747.0
2190,Washington,1998,5769562.0
2191,Washington,1999,5842564.0
2192,Washington,2000,5910512.0
2193,Washington,2001,5985722.0
2194,Washington,2002,6052349.0
2195,Washington,2003,6104115.0
2196,Washington,2004,6178645.0
2197,Washington,2005,6257305.0
2198,Washington,2006,6370753.0
2199,Washington,2007,6461587.0
2200,Washington,2008,6562231.0
2201,Washington,2009,6667426.0
2202,Washington,2010,6743226.0
2203,Washington,2011,6822520.0
2204,Washington,2012,6895226.0
2205,Washington,2013,6968006.0
2206,Washington,2014,7054196.0
2207,Washington,2015,7160290.0
2208,Washington,2016,7288000.0
2209,West Virginia,1970,1744237.0
2210,West Virginia,1971,1770000.0
2211,West Virginia,1972,1797000.0
2212,West Virginia,1973,1805000.0
2213,West Virginia,1974,1814000.0
2214,West Virginia,1975,1841000.0
2215,West Virginia,1976,1877000.0
2216,West Virginia,1977,1906000.0
2217,West Virginia,1978,1920000.0
2218,West Virginia,1979,1939000.0
2219,West Virginia,1980,1949644.0
2220,West Virginia,1981,1954124.0
2221,West Virginia,1982,1949604.0
2222,West Virginia,1983,1945061.0
2223,West Virginia,1984,1927697.0
2224,West Virginia,1985,1906831.0
2225,West Virginia,1986,1882350.0
2226,West Virginia,1987,1857585.0
2227,West Virginia,1988,1830215.0
2228,West Virginia,1989,1806568.0
2229,West Virginia,1990,1792548.0
2230,West Virginia,1991,1798735.0
2231,West Virginia,1992,1806451.0
2232,West Virginia,1993,1817539.0
2233,West Virginia,1994,1820421.0
2234,West Virginia,1995,1823700.0
2235,West Virginia,1996,1822808.0
2236,West Virginia,1997,1819113.0
2237,West Virginia,1998,1815609.0
2238,West Virginia,1999,1811799.0
2239,West Virginia,2000,1807021.0
2240,West Virginia,2001,1801481.0
2241,West Virginia,2002,1805414.0
2242,West Virginia,2003,1812295.0
2243,West Virginia,2004,1816438.0
2244,West Virginia,2005,1820492.0
2245,West Virginia,2006,1827912.0
2246,West Virginia,2007,1834052.0
2247,West Virginia,2008,1840310.0
2248,West Virginia,2009,1847775.0
2249,West Virginia,2010,1854230.0
2250,West Virginia,2011,1854972.0
2251,West Virginia,2012,1856560.0
2252,West Virginia,2013,1853231.0
2253,West Virginia,2014,1848514.0
2254,West Virginia,2015,1841053.0
2255,West Virginia,2016,1831102.0
2256,Wisconsin,1970,4417821.0
2257,Wisconsin,1971,4460000.0
2258,Wisconsin,1972,4498000.0
2259,Wisconsin,1973,4518000.0
2260,Wisconsin,1974,4538000.0
2261,Wisconsin,1975,4570000.0
2262,Wisconsin,1976,4585000.0
2263,Wisconsin,1977,4613000.0
2264,Wisconsin,1978,4631000.0
2265,Wisconsin,1979,4666000.0
2266,Wisconsin,1980,4705767.0
2267,Wisconsin,1981,4726343.0
2268,Wisconsin,1982,4728870.0
2269,Wisconsin,1983,4721438.0
2270,Wisconsin,1984,4735563.0
2271,Wisconsin,1985,4747767.0
2272,Wisconsin,1986,4755618.0
2273,Wisconsin,1987,4777919.0
2274,Wisconsin,1988,4822388.0
2275,Wisconsin,1989,4856574.0
2276,Wisconsin,1990,4904562.0
2277,Wisconsin,1991,4964343.0
2278,Wisconsin,1992,5025398.0
2279,Wisconsin,1993,5084889.0
2280,Wisconsin,1994,5133678.0
2281,Wisconsin,1995,5184836.0
2282,Wisconsin,1996,5229986.0
2283,Wisconsin,1997,5266213.0
2284,Wisconsin,1998,5297672.0
2285,Wisconsin,1999,5332666.0
2286,Wisconsin,2000,5373999.0
2287,Wisconsin,2001,5406835.0
2288,Wisconsin,2002,5445162.0
2289,Wisconsin,2003,5479203.0
2290,Wisconsin,2004,5514026.0
2291,Wisconsin,2005,5546166.0
2292,Wisconsin,2006,5577655.0
2293,Wisconsin,2007,5610775.0
2294,Wisconsin,2008,5640996.0
2295,Wisconsin,2009,5669264.0
2296,Wisconsin,2010,5690263.0
2297,Wisconsin,2011,5709640.0
2298,Wisconsin,2012,5726177.0
2299,Wisconsin,2013,5742854.0
2300,Wisconsin,2014,5758377.0
2301,Wisconsin,2015,5767891.0
2302,Wisconsin,2016,5778708.0
2303,Wyoming,1970,332416.0
2304,Wyoming,1971,340000.0
2305,Wyoming,1972,347000.0
2306,Wyoming,1973,353000.0
2307,Wyoming,1974,365000.0
2308,Wyoming,1975,380000.0
2309,Wyoming,1976,395000.0
2310,Wyoming,1977,412000.0
2311,Wyoming,1978,431000.0
2312,Wyoming,1979,452000.0
2313,Wyoming,1980,469557.0
2314,Wyoming,1981,491712.0
2315,Wyoming,1982,506400.0
2316,Wyoming,1983,510345.0
2317,Wyoming,1984,504896.0
2318,Wyoming,1985,499695.0
2319,Wyoming,1986,495633.0
2320,Wyoming,1987,476965.0
2321,Wyoming,1988,465101.0
2322,Wyoming,1989,458374.0
2323,Wyoming,1990,453690.0
2324,Wyoming,1991,459260.0
2325,Wyoming,1992,466251.0
2326,Wyoming,1993,473081.0
2327,Wyoming,1994,480283.0
2328,Wyoming,1995,485160.0
2329,Wyoming,1996,488167.0
2330,Wyoming,1997,489451.0
2331,Wyoming,1998,490787.0
2332,Wyoming,1999,491780.0
2333,Wyoming,2000,494300.0
2334,Wyoming,2001,494657.0
2335,Wyoming,2002,500017.0
2336,Wyoming,2003,503453.0
2337,Wyoming,2004,509106.0
2338,Wyoming,2005,514157.0
2339,Wyoming,2006,522667.0
2340,Wyoming,2007,534876.0
2341,Wyoming,2008,546043.0
2342,Wyoming,2009,559851.0
2343,Wyoming,2010,564513.0
2344,Wyoming,2011,567725.0
2345,Wyoming,2012,576765.0
2346,Wyoming,2013,582684.0
2347,Wyoming,2014,583642.0
2348,Wyoming,2015,586555.0
2349,Wyoming,2016,585501.0
