StateYear,State,Year,Population,Alignment,Outcome,"Total domestic water use per capita, gallons/person/day","Residential co2 emissions, million metric tons","Residential co2 emissions, metric tons/person","Renewable energy total consumption, billion btu","Renewable energy total consumption, billion btu/person","Total energy consumption per capita in the residential sector, Million Btu/person","All petroleum products consumed by the residential sector, thousand barrels","All petroleum products consumed by the residential sector, thousand barrels/person"
Alabama1970,Alabama,1970,3444354.0,,,,,,132471.0,0.03846033247453659,64.0,4456.0,0.001293711389711975
Alabama1971,Alabama,1971,3497000.0,,,,,,158182.0,0.04523362882470689,65.0,4674.0,0.0013365742064626823
Alabama1972,Alabama,1972,3540000.0,,,,,,164946.0,0.04659491525423729,68.0,5080.0,0.0014350282485875705
Alabama1973,Alabama,1973,3581000.0,,,,,,181706.0,0.05074169226473052,71.0,4798.0,0.0013398492041329238
Alabama1974,Alabama,1974,3628000.0,,,,,,166734.0,0.04595755237045204,70.0,3850.0,0.0010611907386990076
Alabama1975,Alabama,1975,3680000.0,,,,,,184701.0,0.050190489130434786,64.0,3539.0,0.0009616847826086956
Alabama1976,Alabama,1976,3737000.0,,,,,,160994.0,0.04308108108108108,67.0,4039.0,0.0010808134867540807
Alabama1977,Alabama,1977,3783000.0,,,,,,174751.0,0.04619376156489559,70.0,4320.0,0.0011419508326724823
Alabama1978,Alabama,1978,3834000.0,,,,,,148341.0,0.03869092331768388,70.0,3594.0,0.0009374021909233177
Alabama1979,Alabama,1979,3869000.0,,,,,,190737.0,0.04929878521581804,64.0,2247.0,0.000580770224864306
Alabama1980,Alabama,1980,3893888.0,0.168004832188291,R,,3.6,0.924525820978929,238766.0,0.06131814782551527,70.0,2413.0,0.0006196891127839321
Alabama1981,Alabama,1981,3918531.0,0.168004832188291,R,,3.4,0.8676720944660129,213355.0,0.054447699916116525,67.0,2484.0,0.0006339110243098753
Alabama1982,Alabama,1982,3925266.0,0.168004832188291,R,,3.4,0.866183336364975,265548.0,0.06765095664854305,68.0,2539.0,0.0006468351444207858
Alabama1983,Alabama,1983,3934102.0,0.168004832188291,R,,3.5,0.8896566484549714,282179.0,0.0717264066869644,67.0,2966.0,0.0007539204626621272
Alabama1984,Alabama,1984,3951820.0,0.22087266120420465,R,,3.3,0.8350582769458124,288127.0,0.07290995035198972,71.0,1829.0,0.0004628247237981487
Alabama1985,Alabama,1985,3972523.0,0.22087266120420465,R,,2.9,0.7300146531561932,248632.0,0.06258793215294159,69.0,1872.0,0.0004712370450718599
Alabama1986,Alabama,1986,3991569.0,0.22087266120420465,R,,3.0,0.7515841514953142,215783.0,0.05405969432070446,71.0,2125.0,0.0005323721073091809
Alabama1987,Alabama,1987,4015264.0,0.22087266120420465,R,,3.4,0.8467687305243192,233511.0,0.058155827362783616,73.0,2489.0,0.0006198845206691266
Alabama1988,Alabama,1988,4023844.0,0.20268579000577558,R,,3.4,0.8449631745167059,216597.0,0.05382837903258675,74.0,2515.0,0.0006250242305616222
Alabama1989,Alabama,1989,4030222.0,0.20268579000577558,R,,3.3,0.8188134549411918,304351.0,0.07551717994691111,76.0,2688.0,0.0006669607778430072
Alabama1990,Alabama,1990,4050055.0,0.20268579000577558,R,175.0,3.1,0.7654217041496967,253287.0,0.06253915070289169,75.0,2342.0,0.0005782637519737387
Alabama1991,Alabama,1991,4099156.0,0.20268579000577558,R,,3.0,0.7318579727143831,257202.0,0.06274511143269493,75.0,2041.0,0.000497907374103352
Alabama1992,Alabama,1992,4154014.0,0.19361586167018213,R,,3.2,0.7703392429587382,257599.0,0.062012068327165,74.0,1921.0,0.0004624442767886675
Alabama1993,Alabama,1993,4214202.0,0.19361586167018213,R,,3.4,0.8067956875346745,269514.0,0.06395374497947655,77.0,2489.0,0.0005906219018452367
Alabama1994,Alabama,1994,4260229.0,0.19361586167018213,R,,3.3,0.7746062476923189,334002.0,0.0784000108914333,77.0,2421.0,0.0005682793108070012
Alabama1995,Alabama,1995,4296800.0,0.19361586167018213,R,187.0,3.3,0.7680134053248929,322116.0,0.07496648668776765,79.0,2500.0,0.0005818283373673431
Alabama1996,Alabama,1996,4331102.0,0.17294536124986204,R,,3.7,0.854286045445247,323721.0,0.07474333322096778,83.0,2559.0,0.000590842700079564
Alabama1997,Alabama,1997,4367935.0,0.17294536124986204,R,,3.4,0.778399861719554,300020.0,0.06868691956267664,77.0,2656.0,0.0006080676566844516
Alabama1998,Alabama,1998,4404701.0,0.17294536124986204,R,,3.1,0.7037935151557393,317349.0,0.07204779620682539,83.0,2250.0,0.0005108178739033592
Alabama1999,Alabama,1999,4430141.0,0.17294536124986204,R,,3.3,0.7448972843076552,290232.0,0.0655130389755089,82.0,4022.0,0.0009078717810561786
Alabama2000,Alabama,2000,4452173.0,0.21139632264963648,R,75.0,3.7,0.8310548579311721,263303.0,0.05914033439401389,87.0,4247.0,0.000953916211252348
Alabama2001,Alabama,2001,4467634.0,0.21139632264963648,R,,3.5,0.7834124281442929,252817.0,0.0565885656703302,82.0,3454.0,0.0007731161505172536
Alabama2002,Alabama,2002,4480089.0,0.21139632264963648,R,,3.2,0.7142715245165888,253570.0,0.05659932202239732,86.0,2926.0,0.0006531120252298559
Alabama2003,Alabama,2003,4503491.0,0.21139632264963648,R,,3.1,0.6883548784709462,284700.0,0.06321762383892851,83.0,2235.0,0.0004962816623814725
Alabama2004,Alabama,2004,4530729.0,-0.25964784033651095,D,,3.0,0.6621450985040156,293216.0,0.06471717906765115,84.0,2441.0,0.000538765395149434
Alabama2005,Alabama,2005,4569805.0,-0.25964784033651095,D,156.0,2.7,0.590834838685677,279765.0,0.06122033653514756,84.0,1704.0,0.00037288243152607166
Alabama2006,Alabama,2006,4628981.0,-0.25964784033651095,D,,2.5,0.5400756667612159,266305.0,0.05752994017473824,85.0,1723.0,0.00037222014953183
Alabama2007,Alabama,2007,4672840.0,-0.25964784033651095,D,,2.4,0.5136062865409473,228635.0,0.04892848888470395,84.0,1823.0,0.0003901267751517279
Alabama2008,Alabama,2008,4718206.0,-0.2684380461556787,D,,2.5,0.5298624095683826,237119.0,0.05025617787777812,82.0,1988.0,0.00042134658808877783
Alabama2009,Alabama,2009,4757938.0,-0.2684380461556787,D,,2.5,0.5254377001129481,273619.0,0.0575078952268819,78.0,2139.0,0.00044956449621663837
Alabama2010,Alabama,2010,4785492.0,-0.2684380461556787,D,147.0,2.9,0.6059982965178919,254212.0,0.053121392742898746,87.0,2355.0,0.0004921124097584951
Alabama2011,Alabama,2011,4799918.0,-0.2684380461556787,D,,2.3,0.4791748525703981,266129.0,0.05544448884335108,78.0,1535.0,0.00031979712986763523
Alabama2012,Alabama,2012,4815960.0,0.2607839350825173,R,,1.8,0.37375725712007574,252850.0,0.05250251247933953,70.0,1134.0,0.00023546707198564772
Alabama2013,Alabama,2013,4829479.0,0.2607839350825173,R,,2.2,0.4555356799356618,317742.0,0.06579219000641684,74.0,1258.0,0.00026048358425411936
Alabama2014,Alabama,2014,4843214.0,0.2607839350825173,R,,2.4,0.49553870632187635,277017.0,0.05719693575381968,78.0,1237.0,0.00025540890821673374
Alabama2015,Alabama,2015,4853875.0,0.2607839350825173,R,,,,270793.0,0.055789034534263864,73.0,1352.0,0.00027854034147974555
Alabama2016,Alabama,2016,4863300.0,0.2710618304443485,R,,,,,,,,
Alaska1970,Alaska,1970,302583.0,0.2710618304443485,R,,,,8835.0,0.02919860005353903,82.0,1432.0,0.004732585769854883
Alaska1971,Alaska,1971,316000.0,0.2710618304443485,R,,,,9094.0,0.028778481012658227,94.0,1869.0,0.005914556962025317
Alaska1972,Alaska,1972,326000.0,0.2710618304443485,R,,,,8673.0,0.026604294478527607,91.0,1487.0,0.004561349693251534
Alaska1973,Alaska,1973,333000.0,0.2710618304443485,R,,,,7844.0,0.023555555555555555,86.0,1817.0,0.005456456456456456
Alaska1974,Alaska,1974,345000.0,0.2710618304443485,R,,,,8329.0,0.024142028985507245,85.0,1856.0,0.005379710144927536
Alaska1975,Alaska,1975,371000.0,0.2710618304443485,R,,,,8608.0,0.023202156334231807,96.0,1758.0,0.004738544474393531
Alaska1976,Alaska,1976,393000.0,0.2710618304443485,R,,,,9201.0,0.023412213740458016,100.0,2097.0,0.00533587786259542
Alaska1977,Alaska,1977,397000.0,0.2710618304443485,R,,,,11449.0,0.028838790931989926,108.0,2337.0,0.005886649874055416
Alaska1978,Alaska,1978,402000.0,0.2710618304443485,R,,,,10809.0,0.026888059701492537,116.0,2767.0,0.006883084577114428
Alaska1979,Alaska,1979,403000.0,0.2710618304443485,R,,,,10733.0,0.02663275434243176,95.0,1765.0,0.004379652605459057
Alaska1980,Alaska,1980,401851.0,0.21428838051914764,R,,0.9,2.2396360840211917,8321.0,0.02070667983904482,85.0,1211.0,0.003013554775277404
Alaska1981,Alaska,1981,418491.0,0.21428838051914764,R,,0.9,2.150583883524377,9216.0,0.022021978967289618,83.0,937.0,0.0022389967765137123
Alaska1982,Alaska,1982,449606.0,0.21428838051914764,R,,1.2,2.6690035275329955,8745.0,0.019450363206896706,90.0,1170.0,0.002602278439344671
Alaska1983,Alaska,1983,488417.0,0.21428838051914764,R,,1.2,2.456916937780626,9591.0,0.019636908625211655,83.0,1268.0,0.002596142230921528
Alaska1984,Alaska,1984,513702.0,0.2693721262521851,R,,1.4,2.7253154552639467,11152.0,0.021709084255073955,89.0,1505.0,0.002929714114408743
Alaska1985,Alaska,1985,532495.0,0.2693721262521851,R,,1.4,2.6291326679123745,11783.0,0.022127907304293936,88.0,1402.0,0.0026328885717236783
Alaska1986,Alaska,1986,544268.0,0.2693721262521851,R,,1.3,2.388529180477265,10707.0,0.01967229379643852,80.0,1183.0,0.002173561554234311
Alaska1987,Alaska,1987,539309.0,0.2693721262521851,R,,1.3,2.4104919443213446,12004.0,0.022258111768948784,78.0,1473.0,0.0027312727953733387
Alaska1988,Alaska,1988,541983.0,0.22002719642498011,R,,1.2,2.214091585898451,12761.0,0.02354501893970844,77.0,1311.0,0.0024188950575940575
Alaska1989,Alaska,1989,547159.0,0.22002719642498011,R,,1.4,2.5586712454697813,18342.0,0.03352224856029052,84.0,1669.0,0.0030503016490636176
Alaska1990,Alaska,1990,553290.0,0.22002719642498011,R,119.0,1.6,2.891792730756023,18357.0,0.033177899474055195,86.0,1759.0,0.003179164633374903
Alaska1991,Alaska,1991,570193.0,0.22002719642498011,R,,1.6,2.8060674192773325,17357.0,0.030440570122747913,80.0,1812.0,0.003177871352331579
Alaska1992,Alaska,1992,588736.0,0.17325252744863573,R,,1.7,2.8875421241439287,18300.0,0.031083541689314056,80.0,2044.0,0.003471844765735406
Alaska1993,Alaska,1993,599432.0,0.17325252744863573,R,,1.7,2.8360180971319515,20551.0,0.03428412230244632,80.0,2023.0,0.0033748615355870225
Alaska1994,Alaska,1994,603308.0,0.17325252744863573,R,,1.8,2.983550690526232,23590.0,0.03910108932750767,82.0,2052.0,0.0034012477871999047
Alaska1995,Alaska,1995,604412.0,0.17325252744863573,R,138.0,1.8,2.9781010304229567,23142.0,0.03828845224780448,83.0,2129.0,0.0035224317187613746
Alaska1996,Alaska,1996,608569.0,0.2010946992041987,R,,1.8,2.9577582821339896,21915.0,0.036010707084981324,84.0,2057.0,0.0033800604368608984
Alaska1997,Alaska,1997,612968.0,0.2010946992041987,R,,1.7,2.773391106876705,15583.0,0.025422208010858642,80.0,1931.0,0.0031502460161052454
Alaska1998,Alaska,1998,619932.0,0.2010946992041987,R,,1.6,2.580928230838221,13638.0,0.021999187007607286,77.0,1738.0,0.0028035332907480177
Alaska1999,Alaska,1999,624779.0,0.2010946992041987,R,,1.9,3.0410753242346495,10605.0,0.016974002007109714,84.0,2191.0,0.0035068400186305877
Alaska2000,Alaska,2000,627963.0,0.2665730305766423,R,54.0,1.7,2.7071658680527357,12375.0,0.019706575068913296,81.0,1870.0,0.002977882454858009
Alaska2001,Alaska,2001,633714.0,0.2665730305766423,R,,1.8,2.84039803444456,17439.0,0.027518722957043714,85.0,1982.0,0.0031275938357050656
Alaska2002,Alaska,2002,642337.0,0.2665730305766423,R,,1.6,2.4909043072405916,18257.0,0.028422774960807178,81.0,1631.0,0.002539165578193378
Alaska2003,Alaska,2003,648414.0,0.2665730305766423,R,,1.7,2.6217817628860574,19598.0,0.03022451705237703,81.0,1636.0,0.002523079390636229
Alaska2004,Alaska,2004,659286.0,-0.2895389861152823,D,,1.8,2.7302263357632346,18857.0,0.0286021544519374,85.0,1797.0,0.002725675958536963
Alaska2005,Alaska,2005,666946.0,-0.2895389861152823,D,169.0,1.8,2.698869173816171,16659.0,0.02497803420366866,80.0,1808.0,0.002710864147922021
Alaska2006,Alaska,2006,675302.0,-0.2895389861152823,D,,2.1,3.109719799437881,14095.0,0.020872143130036637,88.0,2346.0,0.003474001261657747
Alaska2007,Alaska,2007,680300.0,-0.2895389861152823,D,,1.8,2.6458915184477436,15011.0,0.022065265324121713,79.0,1725.0,0.002535646038512421
Alaska2008,Alaska,2008,687455.0,-0.2819690016073779,D,,1.8,2.6183532013004487,14629.0,0.021279938323235704,78.0,1581.0,0.0022997868951422275
Alaska2009,Alaska,2009,698895.0,-0.2819690016073779,D,,1.7,2.43241116333641,17639.0,0.02523841206475937,77.0,1697.0,0.002428118673048169
Alaska2010,Alaska,2010,714031.0,-0.2819690016073779,D,166.0,1.7,2.380849010757236,18439.0,0.025823808770207457,73.0,1673.0,0.0023430355264687387
Alaska2011,Alaska,2011,722713.0,-0.2819690016073779,D,,1.7,2.352247711055426,17650.0,0.02442186594125192,74.0,1547.0,0.0021405454170604376
Alaska2012,Alaska,2012,731089.0,0.2252475416809718,R,,1.8,2.4620805401257577,19565.0,0.026761447648644694,75.0,1496.0,0.002046262493348963
Alaska2013,Alaska,2013,736879.0,0.2252475416809718,R,,1.6,2.171319850341779,20439.0,0.027737254013209766,66.0,1302.0,0.0017669115282156228
Alaska2014,Alaska,2014,736705.0,0.2252475416809718,R,,1.5,2.0360931444743824,21845.0,0.029652303160695257,65.0,1256.0,0.001704888659639883
Alaska2015,Alaska,2015,737709.0,0.2252475416809718,R,,,,21658.0,0.02935845977207815,67.0,1443.0,0.0019560558431576678
Alaska2016,Alaska,2016,741894.0,0.22022957457534365,R,,,,,,,,
Arizona1970,Arizona,1970,1775399.0,0.22022957457534365,R,,,,68919.0,0.03881887958706747,50.0,915.0,0.0005153771067799407
Arizona1971,Arizona,1971,1896000.0,0.22022957457534365,R,,,,74136.0,0.03910126582278481,52.0,928.0,0.000489451476793249
Arizona1972,Arizona,1972,2009000.0,0.22022957457534365,R,,,,75189.0,0.03742608262817322,55.0,1019.0,0.0005072175211548034
Arizona1973,Arizona,1973,2125000.0,0.22022957457534365,R,,,,79348.0,0.037340235294117646,58.0,1010.0,0.00047529411764705884
Arizona1974,Arizona,1974,2224000.0,0.22022957457534365,R,,,,82058.0,0.03689658273381295,56.0,1038.0,0.000466726618705036
Arizona1975,Arizona,1975,2286000.0,0.22022957457534365,R,,,,80897.0,0.03538801399825022,57.0,777.0,0.0003398950131233596
Arizona1976,Arizona,1976,2348000.0,0.22022957457534365,R,,,,84428.0,0.03595741056218058,57.0,766.0,0.0003262350936967632
Arizona1977,Arizona,1977,2427000.0,0.22022957457534365,R,,,,75681.0,0.03118294190358467,58.0,888.0,0.0003658838071693449
Arizona1978,Arizona,1978,2518000.0,0.22022957457534365,R,,,,79870.0,0.03171961874503574,55.0,986.0,0.0003915806195393169
Arizona1979,Arizona,1979,2639000.0,0.22022957457534365,R,,,,83414.0,0.03160818491852974,56.0,1095.0,0.0004149298976885184
Arizona1980,Arizona,1980,2718215.0,0.19486611618286265,R,,1.8,0.6621992741560179,120006.0,0.04414882560798171,56.0,588.0,0.00021631842955763248
Arizona1981,Arizona,1981,2810107.0,0.19486611618286265,R,,1.6,0.5693733370295152,92583.0,0.03294643228887725,54.0,566.0,0.00020141581797419102
Arizona1982,Arizona,1982,2889861.0,0.19486611618286265,R,,1.8,0.6228673282209767,94968.0,0.03286248023693873,54.0,714.0,0.00024707070686098744
Arizona1983,Arizona,1983,2968925.0,0.19486611618286265,R,,1.8,0.6062800508601598,175999.0,0.05928037926185404,56.0,823.0,0.0002772047121432842
Arizona1984,Arizona,1984,3067135.0,0.22216694080958288,R,,1.7,0.5542631804599406,188831.0,0.06156592389966532,55.0,652.0,0.00021257623156463606
Arizona1985,Arizona,1985,3183538.0,0.22216694080958288,R,0.0,1.8,0.5654086742485875,171680.0,0.05392742288610973,58.0,868.0,0.00027265262735987446
Arizona1986,Arizona,1986,3308262.0,0.22216694080958288,R,,1.6,0.48363763208597144,175103.0,0.05292900018196866,55.0,832.0,0.00025149156868470513
Arizona1987,Arizona,1987,3437103.0,0.22216694080958288,R,,1.8,0.5236968458611801,123114.0,0.035819118600751855,56.0,1002.0,0.0002915245775293903
Arizona1988,Arizona,1988,3535183.0,0.1987283260866552,R,,1.7,0.4808803391507597,98749.0,0.027933207418116685,57.0,773.0,0.00021865911891972778
Arizona1989,Arizona,1989,3622185.0,0.1987283260866552,R,,1.7,0.4693299762436209,101497.0,0.028020932116940466,59.0,741.0,0.00020457265435089593
Arizona1990,Arizona,1990,3684097.0,0.1987283260866552,R,0.0,1.8,0.48858648401494315,94753.0,0.02571946395548217,58.0,698.0,0.0001894629810235724
Arizona1991,Arizona,1991,3788576.0,0.1987283260866552,R,,1.9,0.5015076904884579,88774.0,0.023432023008117035,57.0,783.0,0.00020667395876445397
Arizona1992,Arizona,1992,3915740.0,0.14609907705823166,R,,1.8,0.4596832271805585,87528.0,0.022352863060366622,57.0,845.0,0.0002157957372042066
Arizona1993,Arizona,1993,4065440.0,0.14609907705823166,R,,1.7,0.41815892006769256,86942.0,0.021385631075603134,55.0,746.0,0.00018349797315911684
Arizona1994,Arizona,1994,4245089.0,0.14609907705823166,R,,1.8,0.4240193786278686,94235.0,0.02219859230277622,57.0,760.0,0.0001790304043095445
Arizona1995,Arizona,1995,4432499.0,0.14609907705823166,R,265.0,1.7,0.3835308253876651,106203.0,0.023960073087438936,54.0,874.0,0.00019717996552283485
Arizona1996,Arizona,1996,4586940.0,0.14242348929787615,R,,1.7,0.3706174486694834,114080.0,0.024870610908361564,57.0,712.0,0.00015522330791333655
Arizona1997,Arizona,1997,4736990.0,0.14242348929787615,R,,1.8,0.3799881359259783,143511.0,0.030295820763818374,58.0,651.0,0.00013742904249322883
Arizona1998,Arizona,1998,4883342.0,0.14242348929787615,R,,2.2,0.45051114585052615,128116.0,0.02623531180081182,59.0,924.0,0.00018921468125722099
Arizona1999,Arizona,1999,5023823.0,0.14242348929787615,R,,2.1,0.41800835738042524,116145.0,0.023118847937118804,59.0,1275.0,0.00025379078840954386
Arizona2000,Arizona,2000,5160586.0,0.1514657443941444,R,109.0,2.1,0.4069305307575535,102228.0,0.019809378237277703,63.0,1120.0,0.00021702961640402853
Arizona2001,Arizona,2001,5273477.0,0.1514657443941444,R,,2.2,0.41718206033704136,92523.0,0.017544970803892765,63.0,1060.0,0.0002010059017987563
Arizona2002,Arizona,2002,5396255.0,0.1514657443941444,R,,2.2,0.40769014807491494,88025.0,0.016312238765588356,60.0,1080.0,0.00020013879996404915
Arizona2003,Arizona,2003,5510364.0,0.1514657443941444,R,,2.1,0.3811000507407496,84184.0,0.01527739365312346,61.0,863.0,0.00015661397323298425
