StateYear,State,Year,Population,Alignment,Outcome,"Total domestic water use per capita, gallons/person/day","Residential co2 emissions, million metric tons","Residential co2 emissions, metric tons/person","Renewable energy total consumption, billion btu","Renewable energy total consumption, billion btu/person","Total energy consumption per capita in the residential sector, Million Btu/person","All petroleum products consumed by the residential sector, thousand barrels","All petroleum products consumed by the residential sector, thousand barrels/person"
Delaware2010,Delaware,2010,899816.0,0.2890219646691723,R,160.0,1.0,1.111338318056136,7462.0,0.008292806529334886,80.0,1617.0,0.0017970340602967718
Delaware2011,Delaware,2011,907924.0,0.2890219646691723,R,,0.9,0.991272397249109,7601.0,0.008371846101656085,75.0,1304.0,0.0014362435622364868
Delaware2012,Delaware,2012,916993.0,-0.26454291363183796,D,,0.8,0.8724166923847837,7030.0,0.007666361684331287,68.0,1060.0,0.0011559521174098384
Delaware2013,Delaware,2013,925395.0,-0.26454291363183796,D,,0.9,0.9725576645648615,7452.0,0.008052777462597053,70.0,1210.0,0.0013075497490260917
Delaware2014,Delaware,2014,934948.0,-0.26454291363183796,D,,1.0,1.069578201140598,7930.0,0.008481755135044945,71.0,1298.0,0.0013883125050804964
Delaware2015,Delaware,2015,944076.0,-0.26454291363183796,D,,,,7847.0,0.008311830827179168,70.0,1297.0,0.0013738300730025972
Delaware2016,Delaware,2016,952065.0,-0.24746524659555807,D,,,,,,,,
Florida1970,Florida,1970,6791418.0,-0.24746524659555807,D,,,,51035.0,0.00751463096513865,50.0,6306.0,0.0009285247940857122
Florida1971,Florida,1971,7163000.0,-0.24746524659555807,D,,,,49968.0,0.0069758481083344965,51.0,6167.0,0.0008609521150355997
Florida1972,Florida,1972,7520000.0,-0.24746524659555807,D,,,,54389.0,0.007232579787234043,53.0,5522.0,0.0007343085106382978
Florida1973,Florida,1973,7927000.0,-0.24746524659555807,D,,,,56250.0,0.007096001009209032,58.0,5621.0,0.0007090954964046928
Florida1974,Florida,1974,8317000.0,-0.24746524659555807,D,,,,52429.0,0.006303835517614525,54.0,4537.0,0.0005455091980281351
Florida1975,Florida,1975,8542000.0,-0.24746524659555807,D,,,,50007.0,0.005854249590259892,53.0,4429.0,0.0005184968391477406
Florida1976,Florida,1976,8695000.0,-0.24746524659555807,D,,,,56507.0,0.006498792409430707,54.0,5211.0,0.0005993099482461185
Florida1977,Florida,1977,8889000.0,-0.24746524659555807,D,,,,59953.0,0.006744628192147598,57.0,5340.0,0.000600742490718866
Florida1978,Florida,1978,9132000.0,-0.24746524659555807,D,,,,65357.0,0.007156920718353044,60.0,5063.0,0.0005544240035041612
Florida1979,Florida,1979,9471000.0,-0.24746524659555807,D,,,,69419.0,0.0073296378418329635,57.0,4275.0,0.00045137789040228065
Florida1980,Florida,1980,9746324.0,0.21002287631726588,R,,2.2,0.22572613017995297,90049.0,0.009239278316624812,61.0,4232.0,0.0004342149922370732
Florida1981,Florida,1981,10192774.0,0.21002287631726588,R,,2.2,0.21583918175758632,83698.0,0.00821150356124839,59.0,3945.0,0.0003870388963789445
Florida1982,Florida,1982,10471407.0,0.21002287631726588,R,,1.7,0.1623468555849276,105523.0,0.010077251318757833,58.0,2899.0,0.0002768491378474736
Florida1983,Florida,1983,10749851.0,0.21002287631726588,R,,1.8,0.16744418131935038,94585.0,0.008798726605605975,57.0,3120.0,0.0002902365809535407
Florida1984,Florida,1984,11039925.0,0.24731599173001628,R,,2.1,0.19021868355083935,112695.0,0.010207949782267543,59.0,4004.0,0.00036268362330360034
Florida1985,Florida,1985,11351118.0,0.24731599173001628,R,286.0,2.2,0.19381350806149666,114488.0,0.010086054959520287,62.0,4530.0,0.0003990796325084454
Florida1986,Florida,1986,11667505.0,0.24731599173001628,R,,2.1,0.17998706664363975,118872.0,0.010188296469553687,62.0,4319.0,0.0003701734003970858
Florida1987,Florida,1987,11997283.0,0.24731599173001628,R,,2.1,0.17503963188998709,108785.0,0.00906746969292964,62.0,4226.0,0.00035224642112718354
Florida1988,Florida,1988,12306395.0,0.21280683742070688,R,,2.0,0.16251713032126794,114445.0,0.009299636489808754,63.0,3716.0,0.0003019568281369158
Florida1989,Florida,1989,12637715.0,0.21280683742070688,R,,1.7,0.1345179884180012,233039.0,0.01843996323702505,69.0,3234.0,0.000255900690908127
Florida1990,Florida,1990,13033307.0,0.21280683742070688,R,286.0,1.5,0.11508974660076679,199621.0,0.015316220204127777,68.0,2955.0,0.00022672680080351056
Florida1991,Florida,1991,13369798.0,0.21280683742070688,R,,1.6,0.11967271308063143,213746.0,0.015987227331332905,67.0,3081.0,0.00023044476812589091
Florida1992,Florida,1992,13650553.0,0.1590983896403318,R,,1.7,0.12453707919378797,231574.0,0.016964440927777796,66.0,3258.0,0.00023867164941962426
Florida1993,Florida,1993,13927185.0,0.1590983896403318,R,,1.7,0.12206343205751916,217481.0,0.015615574863118426,66.0,3115.0,0.0002236632887406895
Florida1994,Florida,1994,14239444.0,0.1590983896403318,R,,1.6,0.11236393780543678,215930.0,0.015164215681454978,66.0,2746.0,0.00019284460825858089
Florida1995,Florida,1995,14537875.0,0.1590983896403318,R,255.0,1.5,0.1031787658099963,220410.0,0.015161087848120857,69.0,2434.0,0.00016742474398768732
Florida1996,Florida,1996,14853360.0,-0.17146760059676733,D,,1.7,0.11445221821863874,240413.0,0.016185765375645644,71.0,2515.0,0.00016932195812933908
Florida1997,Florida,1997,15186304.0,-0.17146760059676733,D,,1.4,0.09218832969496725,231427.0,0.015239191840226563,68.0,2367.0,0.00015586412599141963
Florida1998,Florida,1998,15486559.0,-0.17146760059676733,D,,1.4,0.09040097286944117,205607.0,0.013276480591976565,72.0,2530.0,0.00016336747239977583
Florida1999,Florida,1999,15759421.0,-0.17146760059676733,D,,1.4,0.08883575100887273,204197.0,0.012957138463399132,70.0,2505.0,0.0001589525401980187
Florida2000,Florida,2000,16047515.0,0.18151034599437982,R,102.0,1.5,0.09347241613421144,195106.0,0.012158019481520971,71.0,2438.0,0.00015192383369013832
Florida2001,Florida,2001,16356966.0,0.18151034599437982,R,,1.4,0.08559044507398254,158128.0,0.009667318499041937,70.0,2066.0,0.00012630704251631995
Florida2002,Florida,2002,16689370.0,0.18151034599437982,R,,1.4,0.08388573085742601,174364.0,0.010447608268017307,73.0,2163.0,0.0001296034541747232
Florida2003,Florida,2003,17004085.0,0.18151034599437982,R,,1.4,0.08233315700315542,188473.0,0.01108398364275408,73.0,2052.0,0.00012067688440748209
Florida2004,Florida,2004,17415318.0,-0.22764568525248866,D,,1.5,0.08613107150842723,179466.0,0.010305065919554268,71.0,2635.0,0.0001513035822831372
Florida2005,Florida,2005,17842038.0,-0.22764568525248866,D,201.0,1.5,0.08407111340083459,187576.0,0.010513148778183299,70.0,2390.0,0.00013395330735199644
Florida2006,Florida,2006,18166990.0,-0.22764568525248866,D,,1.4,0.07706284860618078,191829.0,0.01055920656091075,69.0,2258.0,0.00012429136582339727
Florida2007,Florida,2007,18367842.0,-0.22764568525248866,D,,1.3,0.07077587013215815,199580.0,0.010865729354597018,68.0,1980.0,0.00010779709450897934
Florida2008,Florida,2008,18527305.0,0.23113814988202547,R,,1.3,0.07016670800205427,242286.0,0.013077239242296708,66.0,1947.0,0.00010508813883076896
Florida2009,Florida,2009,18652644.0,0.23113814988202547,R,,1.4,0.07505638342746476,272640.0,0.01461669455547428,66.0,2455.0,0.00013161672951030428
Florida2010,Florida,2010,18849098.0,0.23113814988202547,R,197.0,1.6,0.08488469846143301,282668.0,0.014996367465435216,67.0,2432.0,0.00012902474166137816
Florida2011,Florida,2011,19096952.0,0.23113814988202547,R,,1.3,0.06807369050307086,282980.0,0.014818071491199224,62.0,1865.0,9.765956368325165e-05
Florida2012,Florida,2012,19344156.0,-0.21907164106823787,D,,1.1,0.05686471924647423,283558.0,0.014658587327356127,58.0,1395.0,7.211480304439232e-05
Florida2013,Florida,2013,19582022.0,-0.21907164106823787,D,,1.1,0.0561739742708899,294877.0,0.015058557282797456,59.0,1330.0,6.791944161843961e-05
Florida2014,Florida,2014,19888741.0,-0.21907164106823787,D,,1.2,0.06033564417174521,291583.0,0.014660706778774986,59.0,1359.0,6.833011702450145e-05
Florida2015,Florida,2015,20244914.0,-0.21907164106823787,D,,,,300790.0,0.014857558792297167,60.0,1298.0,6.411486855414648e-05
Florida2016,Florida,2016,20612439.0,0.2240339437754067,R,,,,,,,,
Georgia1970,Georgia,1970,4587930.0,0.2240339437754067,R,,,,98222.0,0.02140878348187527,58.0,4085.0,0.0008903797573197498
Georgia1971,Georgia,1971,4710000.0,0.2240339437754067,R,,,,109007.0,0.023143736730360933,58.0,4227.0,0.0008974522292993631
Georgia1972,Georgia,1972,4807000.0,0.2240339437754067,R,,,,114745.0,0.02387039733721656,58.0,4298.0,0.000894112752236322
Georgia1973,Georgia,1973,4907000.0,0.2240339437754067,R,,,,125605.0,0.025597106174852252,60.0,4126.0,0.0008408396168738537
Georgia1974,Georgia,1974,4995000.0,0.2240339437754067,R,,,,121581.0,0.02434054054054054,57.0,3616.0,0.0007239239239239239
Georgia1975,Georgia,1975,5058000.0,0.2240339437754067,R,,,,123427.0,0.024402332937920126,61.0,3807.0,0.0007526690391459075
Georgia1976,Georgia,1976,5126000.0,0.2240339437754067,R,,,,135157.0,0.026366952789699572,62.0,4392.0,0.0008568084276238783
Georgia1977,Georgia,1977,5212000.0,0.2240339437754067,R,,,,136122.0,0.02611703760552571,68.0,4427.0,0.0008493860322333078
Georgia1978,Georgia,1978,5286000.0,0.2240339437754067,R,,,,138170.0,0.02613885735906167,67.0,3955.0,0.0007482027998486568
Georgia1979,Georgia,1979,5391000.0,0.2240339437754067,R,,,,149144.0,0.02766536820626971,62.0,2416.0,0.00044815433129289555
Georgia1980,Georgia,1980,5463105.0,-0.1630451913334999,D,,6.0,1.0982765295559942,144038.0,0.026365592460697716,66.0,3837.0,0.0007023478406510583
Georgia1981,Georgia,1981,5568345.0,-0.1630451913334999,D,,5.8,1.0416021277417258,122747.0,0.02204371316791614,64.0,3172.0,0.0005696486119304749
Georgia1982,Georgia,1982,5649792.0,-0.1630451913334999,D,,5.4,0.9557873988989329,143871.0,0.025464831271664514,63.0,2703.0,0.00047842469244885474
Georgia1983,Georgia,1983,5728250.0,-0.1630451913334999,D,,5.8,1.012525640466111,151110.0,0.026379784401867935,63.0,3274.0,0.0005715532667044909
Georgia1984,Georgia,1984,5834954.0,0.18315859902237447,R,,6.2,1.0625619327933005,159451.0,0.027326864959003962,67.0,3675.0,0.0006298250166153837
Georgia1985,Georgia,1985,5962661.0,0.18315859902237447,R,192.0,5.7,0.9559490301393958,146207.0,0.02452042804378783,66.0,4176.0,0.0007003584473442311
Georgia1986,Georgia,1986,6084666.0,0.18315859902237447,R,,5.9,0.9696505938041627,141713.0,0.02329018552538463,68.0,3774.0,0.0006202476849181204
Georgia1987,Georgia,1987,6208467.0,0.18315859902237447,R,,6.5,1.0469573245698174,146038.0,0.02352239288700415,70.0,3822.0,0.0006156109068470526
Georgia1988,Georgia,1988,6316142.0,0.17120118578714666,R,,6.9,1.0924390236951607,138748.0,0.021967207197051617,71.0,3821.0,0.0006049578999332187
Georgia1989,Georgia,1989,6411099.0,0.17120118578714666,R,,6.7,1.0450626327872958,218604.0,0.03409774205639314,72.0,4124.0,0.0006432594474051952
Georgia1990,Georgia,1990,6512602.0,0.17120118578714666,R,190.0,5.8,0.8905810611488312,236225.0,0.03627198468446252,67.0,3440.0,0.0005282066983365481
Georgia1991,Georgia,1991,6653005.0,0.17120118578714666,R,,6.2,0.9319097159854832,227699.0,0.034224985551641704,68.0,3576.0,0.0005375014748974336
Georgia1992,Georgia,1992,6817203.0,-0.14800292730024323,D,,6.9,1.0121453035797818,234696.0,0.03442702234332761,68.0,3900.0,0.0005720821281103115
Georgia1993,Georgia,1993,6978240.0,-0.14800292730024323,D,,7.4,1.0604393084789288,240389.0,0.034448370935938,74.0,4129.0,0.0005916964736093915
Georgia1994,Georgia,1994,7157165.0,-0.14800292730024323,D,,6.8,0.9500968609777755,240939.0,0.0336640275863418,69.0,3965.0,0.0005539903020260117
Georgia1995,Georgia,1995,7328413.0,-0.14800292730024323,D,183.0,7.2,0.9824773794817514,249128.0,0.033994808971601356,75.0,3857.0,0.0005263076739807104
Georgia1996,Georgia,1996,7501069.0,0.14409186210658775,R,,7.9,1.0531832196184303,256860.0,0.034243119214074684,79.0,3926.0,0.0005233920658508808
Georgia1997,Georgia,1997,7685099.0,0.14409186210658775,R,,7.3,0.9498901705755515,262479.0,0.03415427699760276,75.0,4127.0,0.0005370132512281234
Georgia1998,Georgia,1998,7863536.0,0.14409186210658775,R,,6.8,0.8647509212140696,256573.0,0.032628196780684925,76.0,3627.0,0.00046124288106521037
Georgia1999,Georgia,1999,8045965.0,0.14409186210658775,R,,6.4,0.7954297588915686,231115.0,0.028724335738472637,73.0,3957.0,0.0004917993056146777
Georgia2000,Georgia,2000,8227303.0,0.17256201698174967,R,76.0,8.7,1.0574546725700997,222186.0,0.027005933779271286,80.0,4435.0,0.0005390587899825739
Georgia2001,Georgia,2001,8377038.0,0.17256201698174967,R,,7.4,0.8833671280946798,192060.0,0.02292695819214381,74.0,3171.0,0.00037853475178219317
Georgia2002,Georgia,2002,8508256.0,0.17256201698174967,R,,7.7,0.9050033285317226,283704.0,0.033344553807501794,77.0,3069.0,0.0003607084695147866
Georgia2003,Georgia,2003,8622793.0,0.17256201698174967,R,,7.9,0.916176463936917,221665.0,0.02570686783273123,79.0,3322.0,0.00038525800167068836
Georgia2004,Georgia,2004,8769252.0,-0.21829159431157868,D,,7.8,0.8894715307531361,226739.0,0.02585613915531222,82.0,3520.0,0.0004014025369552614
Georgia2005,Georgia,2005,8925922.0,-0.21829159431157868,D,172.0,7.6,0.8514526566555254,218351.0,0.024462570925446132,80.0,2948.0,0.0003302740041869064
Georgia2006,Georgia,2006,9155813.0,-0.21829159431157868,D,,6.7,0.7317755397581842,210622.0,0.02300418324402213,78.0,2654.0,0.0002898704899280927
Georgia2007,Georgia,2007,9349988.0,-0.21829159431157868,D,,6.8,0.7272736606720779,205582.0,0.021987407898277515,79.0,2658.0,0.00028427843971564454
Georgia2008,Georgia,2008,9504843.0,-0.21554895751565806,D,,7.2,0.7575085669484494,198118.0,0.020843900314818455,78.0,2947.0,0.0003100524648329278
Georgia2009,Georgia,2009,9620846.0,-0.21554895751565806,D,,7.1,0.7379808386913167,220317.0,0.022899961188444343,76.0,2876.0,0.00029893421015158124
Georgia2010,Georgia,2010,9713521.0,-0.21554895751565806,D,151.0,8.3,0.8544790297977428,237832.0,0.024484633327091176,84.0,3363.0,0.0003462184309891336
Georgia2011,Georgia,2011,9811610.0,-0.21554895751565806,D,,6.7,0.6828644840143463,237680.0,0.024224362770228332,76.0,2500.0,0.00025480018060236804
Georgia2012,Georgia,2012,9914668.0,0.20965785238598003,R,,6.0,0.6051639853195286,230052.0,0.023203197525121365,68.0,3052.0,0.0003078267471992002
Georgia2013,Georgia,2013,9984938.0,0.20965785238598003,R,,7.1,0.7110710151630386,270569.0,0.027097714577696927,69.0,2127.0,0.00021302085200729337
Georgia2014,Georgia,2014,10087231.0,0.20965785238598003,R,,7.8,0.773254820872051,284935.0,0.02824709774168947,74.0,2385.0,0.00023643753176664635
Georgia2015,Georgia,2015,10199398.0,0.20965785238598003,R,,,,296226.0,0.029043478840613927,69.0,2123.0,0.00020814953980617288
Georgia2016,Georgia,2016,10310371.0,0.2026216127431302,R,,,,,,,,
Hawaii1970,Hawaii,1970,769913.0,0.2026216127431302,R,,,,1559.0,0.002024904112542586,20.0,200.0,0.000259769610332596
Hawaii1971,Hawaii,1971,801000.0,0.2026216127431302,R,,,,1283.0,0.0016017478152309612,21.0,234.0,0.0002921348314606742
Hawaii1972,Hawaii,1972,828000.0,0.2026216127431302,R,,,,1491.0,0.0018007246376811595,23.0,214.0,0.0002584541062801932
Hawaii1973,Hawaii,1973,851000.0,0.2026216127431302,R,,,,1528.0,0.0017955346650998824,22.0,221.0,0.00025969447708578145
Hawaii1974,Hawaii,1974,867000.0,0.2026216127431302,R,,,,1550.0,0.0017877739331026528,22.0,214.0,0.00024682814302191467
Hawaii1975,Hawaii,1975,884000.0,0.2026216127431302,R,,,,1498.0,0.0016945701357466063,21.0,143.0,0.00016176470588235295
Hawaii1976,Hawaii,1976,902000.0,0.2026216127431302,R,,,,1663.0,0.001843680709534368,22.0,224.0,0.0002483370288248337
Hawaii1977,Hawaii,1977,916000.0,0.2026216127431302,R,,,,1355.0,0.0014792576419213974,23.0,235.0,0.00025655021834061135
Hawaii1978,Hawaii,1978,929000.0,0.2026216127431302,R,,,,1143.0,0.0012303552206673844,22.0,222.0,0.00023896663078579118
Hawaii1979,Hawaii,1979,950000.0,0.2026216127431302,R,,,,1258.0,0.0013242105263157895,22.0,331.0,0.00034842105263157896
Hawaii1980,Hawaii,1980,964691.0,-0.14085235583207473,D,,0.0,0.0,12808.0,0.013276790184629067,22.0,192.0,0.00019902746060655691
Hawaii1981,Hawaii,1981,978195.0,-0.14085235583207473,D,,0.0,0.0,13585.0,0.013887824002371716,21.0,181.0,0.00018503468122409131
Hawaii1982,Hawaii,1982,993780.0,-0.14085235583207473,D,,0.0,0.0,13382.0,0.01346575700859345,20.0,170.0,0.00017106401819316146
Hawaii1983,Hawaii,1983,1012717.0,-0.14085235583207473,D,,0.0,0.0,14920.0,0.014732644954118475,20.0,201.0,0.0001984759809502556
Hawaii1984,Hawaii,1984,1027922.0,0.18002338698850692,R,,0.0,0.0,15372.0,0.014954442068561622,19.0,41.0,3.988629487451383e-05
Hawaii1985,Hawaii,1985,1039698.0,0.18002338698850692,R,596.0,0.0,0.0,15307.0,0.01472254443117136,19.0,45.0,4.328179913782656e-05
Hawaii1986,Hawaii,1986,1051762.0,0.18002338698850692,R,,0.0,0.0,17315.0,0.016462849960352247,19.0,43.0,4.0883774085772256e-05
Hawaii1987,Hawaii,1987,1067918.0,0.18002338698850692,R,,0.0,0.0,18834.0,0.01763618554982686,21.0,54.0,5.056568013648988e-05
Hawaii1988,Hawaii,1988,1079828.0,-0.17814318576662208,D,,0.0,0.0,20427.0,0.0189169015806221,21.0,61.0,5.649047811318099e-05
Hawaii1989,Hawaii,1989,1094588.0,-0.17814318576662208,D,,0.0,0.0,28875.0,0.02637978855971379,23.0,62.0,5.664231656111706e-05
Hawaii1990,Hawaii,1990,1113491.0,-0.17814318576662208,D,308.0,0.0,0.0,27937.0,0.025089560670000927,28.0,57.0,5.1190355377816255e-05
Hawaii1991,Hawaii,1991,1136754.0,-0.17814318576662208,D,,0.0,0.0,27516.0,0.024205764835663654,23.0,58.0,5.102247276015743e-05
Hawaii1992,Hawaii,1992,1158613.0,-0.1547626342877216,D,,0.0,0.0,26800.0,0.023131105899899276,26.0,184.0,0.000158810577820204
Hawaii1993,Hawaii,1993,1172838.0,-0.1547626342877216,D,,0.0,0.0,27829.0,0.02372791468216412,25.0,41.0,3.495793963019616e-05
Hawaii1994,Hawaii,1994,1187536.0,-0.1547626342877216,D,,0.0,0.0,25404.0,0.021392193584026085,26.0,42.0,3.536734886352919e-05
Hawaii1995,Hawaii,1995,1196854.0,-0.1547626342877216,D,174.0,0.0,0.0,24608.0,0.02056056962670468,26.0,40.0,3.342095192897379e-05
Hawaii1996,Hawaii,1996,1203755.0,-0.17031040369510406,D,,0.0,0.0,24088.0,0.020010716466390587,27.0,48.0,3.987522377892511e-05
Hawaii1997,Hawaii,1997,1211640.0,-0.17031040369510406,D,,0.0,0.0,22502.0,0.018571522894589153,27.0,88.0,7.262883364695784e-05
Hawaii1998,Hawaii,1998,1215233.0,-0.17031040369510406,D,,0.1,0.08228874627334841,21657.0,0.017821273780419065,27.0,250.0,0.000205721865683371
Hawaii1999,Hawaii,1999,1210300.0,-0.17031040369510406,D,,0.0,0.0,21767.0,0.01798479715772949,27.0,142.0,0.00011732628273981658
Hawaii2000,Hawaii,2000,1213519.0,-0.16916587214538875,D,165.0,0.0,0.0,20386.0,0.01679907772354615,27.0,194.0,0.0001598656469325985
Hawaii2001,Hawaii,2001,1225948.0,-0.16916587214538875,D,,0.0,0.0,12389.0,0.010105648852969294,26.0,197.0,0.00016069197062191872
Hawaii2002,Hawaii,2002,1239613.0,-0.16916587214538875,D,,0.0,0.0,10452.0,0.00843166375312295,28.0,197.0,0.0001589205663380426
Hawaii2003,Hawaii,2003,1251154.0,-0.16916587214538875,D,,0.0,0.0,13310.0,0.010638178833301096,25.0,146.0,0.00011669226969661609
Hawaii2004,Hawaii,2004,1273569.0,0.18193596106689156,R,,0.0,0.0,13769.0,0.010811349836561663,26.0,149.0,0.00011699405371833014
Hawaii2005,Hawaii,2005,1292729.0,0.18193596106689156,R,330.0,0.0,0.0,14119.0,0.010921856011584795,26.0,152.0,0.00011758071490621777
Hawaii2006,Hawaii,2006,1309731.0,0.18193596106689156,R,,0.0,0.0,15350.0,0.011719963870443625,26.0,159.0,0.00012139897429319456
Hawaii2007,Hawaii,2007,1315675.0,0.18193596106689156,R,,0.0,0.0,16755.0,0.012734907936990518,26.0,128.0,9.728846409637638e-05
Hawaii2008,Hawaii,2008,1332213.0,0.24460878252952042,R,,0.1,0.0750630717460346,19097.0,0.014334794811340229,25.0,267.0,0.0002004184015619124
Hawaii2009,Hawaii,2009,1346717.0,0.24460878252952042,R,,0.1,0.07425465038311686,19440.0,0.01443510403447792,25.0,242.0,0.00017969625392714282
Hawaii2010,Hawaii,2010,1363945.0,0.24460878252952042,R,288.0,0.1,0.07331673931133587,17937.0,0.013150823530274315,24.0,239.0,0.00017522700695409273
Hawaii2011,Hawaii,2011,1377864.0,0.24460878252952042,R,,0.1,0.07257610330192239,19778.0,0.014354101711054211,24.0,220.0,0.00015966742726422926
Hawaii2012,Hawaii,2012,1391820.0,-0.22032877814659943,D,,0.1,0.07184837119742496,21058.0,0.015129830006753747,23.0,332.0,0.00023853659237545085
Hawaii2013,Hawaii,2013,1406481.0,-0.22032877814659943,D,,0.1,0.07109943184444013,25451.0,0.01809551639872846,22.0,222.0,0.00015784073869465709
Hawaii2014,Hawaii,2014,1416349.0,-0.22032877814659943,D,,0.1,0.07060406721789615,27362.0,0.019318684872160746,22.0,209.0,0.00014756250048540297
Hawaii2015,Hawaii,2015,1425157.0,-0.22032877814659943,D,,,,28830.0,0.020229350169840937,22.0,125.0,8.770963479813101e-05
Hawaii2016,Hawaii,2016,1428557.0,-0.18682558693842807,D,,,,,,,,
Idaho1970,Idaho,1970,713015.0,-0.18682558693842807,D,,,,85735.0,0.12024291214069831,67.0,1447.0,0.0020294103209609897
Idaho1971,Idaho,1971,739000.0,-0.18682558693842807,D,,,,89445.0,0.12103518267929635,72.0,1516.0,0.002051420838971583
Idaho1972,Idaho,1972,763000.0,-0.18682558693842807,D,,,,92776.0,0.12159370904325033,75.0,1622.0,0.002125819134993447
Idaho1973,Idaho,1973,782000.0,-0.18682558693842807,D,,,,97216.0,0.12431713554987213,74.0,1568.0,0.0020051150895140663
Idaho1974,Idaho,1974,808000.0,-0.18682558693842807,D,,,,111472.0,0.13796039603960397,75.0,1555.0,0.0019245049504950495
Idaho1975,Idaho,1975,832000.0,-0.18682558693842807,D,,,,118011.0,0.14184014423076924,87.0,1583.0,0.0019026442307692308
Idaho1976,Idaho,1976,857000.0,-0.18682558693842807,D,,,,121380.0,0.1416336056009335,87.0,1583.0,0.0018471411901983664
Idaho1977,Idaho,1977,883000.0,-0.18682558693842807,D,,,,85968.0,0.0973590033975085,88.0,1564.0,0.0017712344280860703
Idaho1978,Idaho,1978,911000.0,-0.18682558693842807,D,,,,119334.0,0.13099231613611417,83.0,1701.0,0.001867178924259056
Idaho1979,Idaho,1979,933000.0,-0.18682558693842807,D,,,,113729.0,0.12189603429796356,86.0,1213.0,0.00130010718113612
Idaho1980,Idaho,1980,943935.0,0.3079650611535752,R,,0.7,0.7415764856690344,113407.0,0.12014280644324027,76.0,756.0,0.0008009026045225572
Idaho1981,Idaho,1981,962204.0,0.3079650611535752,R,,0.7,0.7274964560529784,115694.0,0.12023853569513325,76.0,673.0,0.0006994358784623635
Idaho1982,Idaho,1982,973721.0,0.3079650611535752,R,,0.6,0.6161929341156245,137262.0,0.14096645753763143,80.0,555.0,0.0005699784640569527
Idaho1983,Idaho,1983,981869.0,0.3079650611535752,R,,0.7,0.7129260624380646,152320.0,0.15513271118652286,77.0,931.0,0.0009481916630426258
Idaho1984,Idaho,1984,990839.0,0.30027380835837103,R,,0.7,0.706471989899469,156188.0,0.15763206736916896,81.0,719.0,0.0007256476581967403
Idaho1985,Idaho,1985,994051.0,0.30027380835837103,R,580.0,0.8,0.8047876819197405,132234.0,0.13302536791371872,83.0,851.0,0.000856092896642124
Idaho1986,Idaho,1986,990224.0,0.30027380835837103,R,,0.7,0.7069107595857099,146356.0,0.14780090161418022,77.0,839.0,0.000847283038989158
Idaho1987,Idaho,1987,984997.0,0.30027380835837103,R,,0.7,0.7106620629301409,101447.0,0.10299219185439143,71.0,734.0,0.0007451799345581763
Idaho1988,Idaho,1988,985664.0,0.25757357476787224,R,,0.8,0.8116356080773975,87409.0,0.08868032108304656,75.0,846.0,0.000858304655541848
Idaho1989,Idaho,1989,994416.0,0.25757357476787224,R,,0.8,0.8044922849189876,124844.0,0.1255450435230326,81.0,871.0,0.0008758909752055478
Idaho1990,Idaho,1990,1012384.0,0.25757357476787224,R,386.0,0.8,0.790213989948478,119701.0,0.11823675601352847,78.0,814.0,0.0008040427347725764
Idaho1991,Idaho,1991,1041316.0,0.25757357476787224,R,,0.9,0.8642909549070599,116219.0,0.11160781165371511,82.0,888.0,0.0008527670755082991
Idaho1992,Idaho,1992,1071685.0,0.18909007777471926,R,,0.8,0.7464880072036093,95136.0,0.08877235381665322,76.0,728.0,0.0006793040865552845
Idaho1993,Idaho,1993,1108768.0,0.18909007777471926,R,,1.0,0.9019019307916535,125883.0,0.11353412075384571,82.0,826.0,0.0007449709948339058
Idaho1994,Idaho,1994,1145140.0,0.18909007777471926,R,,0.9,0.7859301046160295,106260.0,0.09279214768499922,78.0,707.0,0.000617391759959481
Idaho1995,Idaho,1995,1177322.0,0.18909007777471926,R,349.0,1.0,0.8493852998584924,139475.0,0.11846801469776323,76.0,776.0,0.0006591229926901901
Idaho1996,Idaho,1996,1203083.0,0.21328121168697423,R,,1.1,0.9143176322830594,164045.0,0.1363538508980677,79.0,788.0,0.0006549839038536826
Idaho1997,Idaho,1997,1228520.0,0.21328121168697423,R,,1.1,0.8953863184970534,179013.0,0.1457143554846482,78.0,809.0,0.0006585159378764692
Idaho1998,Idaho,1998,1252330.0,0.21328121168697423,R,,1.1,0.8783627318677985,159820.0,0.12761811982464685,76.0,538.0,0.00042959922704079596
Idaho1999,Idaho,1999,1275674.0,0.21328121168697423,R,,1.4,1.0974590686962342,167399.0,0.13122396474334352,80.0,1110.0,0.0008701282616091571
Idaho2000,Idaho,2000,1299430.0,0.2592959990149527,R,223.0,1.5,1.1543522929284378,141037.0,0.10853758955849872,83.0,1658.0,0.0012759440677835667
Idaho2001,Idaho,2001,1319962.0,0.2592959990149527,R,,1.4,1.060636594083769,104603.0,0.07924697832210321,78.0,1395.0,0.0010568486062477555
Idaho2002,Idaho,2002,1340372.0,0.2592959990149527,R,,1.4,1.044486157574166,113187.0,0.08444446765524795,79.0,999.0,0.0007453154795832799
Idaho2003,Idaho,2003,1363380.0,0.2592959990149527,R,,1.3,0.9535125937009491,108866.0,0.07985007848142117,76.0,870.0,0.0006381199665537121
Idaho2004,Idaho,2004,1391802.0,-0.29403248450569835,D,,1.6,1.1495888064537916,112076.0,0.08052582192007196,79.0,1417.0,0.001018104586715639
Idaho2005,Idaho,2005,1428241.0,-0.29403248450569835,D,384.0,1.6,1.1202591159335153,122254.0,0.085597598724585,83.0,1177.0,0.0008240906121585922
