StateYear,State,Year,Population,Alignment,Outcome,"Total domestic water use per capita, gallons/person/day","Residential co2 emissions, million metric tons","Residential co2 emissions, million metric tons/person","Residential co2 emissions, metric tons/person"
Oklahoma1999,Oklahoma,1999,3437147,0.174339075,R,,3.9,1.13E-06,1.134661974
Oklahoma2000,Oklahoma,2000,3454365,0.21547723,R,85,4.2,1.22E-06,1.215852986
Oklahoma2001,Oklahoma,2001,3467100,0.21547723,R,,4.1,1.18E-06,1.18254449
Oklahoma2002,Oklahoma,2002,3489080,0.21547723,R,,4.4,1.26E-06,1.261077419
Oklahoma2003,Oklahoma,2003,3504892,0.21547723,R,,4.1,1.17E-06,1.169793534
Oklahoma2004,Oklahoma,2004,3525233,-0.272263422,D,,3.7,1.05E-06,1.049576014
Oklahoma2005,Oklahoma,2005,3548597,-0.272263422,D,170,3.7,1.04E-06,1.042665594
Oklahoma2006,Oklahoma,2006,3594090,-0.272263422,D,,3.4,9.46E-07,0.945997457
Oklahoma2007,Oklahoma,2007,3634349,-0.272263422,D,,3.9,1.07E-06,1.073094521
Oklahoma2008,Oklahoma,2008,3668976,-0.261698359,D,,4.1,1.12E-06,1.11747801
Oklahoma2009,Oklahoma,2009,3717572,-0.261698359,D,,3.9,1.05E-06,1.049071814
Oklahoma2010,Oklahoma,2010,3759603,-0.261698359,D,170,4.1,1.09E-06,1.090540677
Oklahoma2011,Oklahoma,2011,3786274,-0.261698359,D,,3.8,1.00E-06,1.0036252
Oklahoma2012,Oklahoma,2012,3817054,0.233511237,R,,3,7.86E-07,0.785946439
Oklahoma2013,Oklahoma,2013,3852415,0.233511237,R,,4.1,1.06E-06,1.064267479
Oklahoma2014,Oklahoma,2014,3877499,0.233511237,R,,4.2,1.08E-06,1.083172426
Oklahoma2015,Oklahoma,2015,3907414,0.233511237,R,,,,
Oklahoma2016,Oklahoma,2016,3923561,0.241906778,R,,,,
Oregon1970,Oregon,1970,2091533,0.241906778,R,,,,
Oregon1971,Oregon,1971,2150000,0.241906778,R,,,,
Oregon1972,Oregon,1972,2195000,0.241906778,R,,,,
Oregon1973,Oregon,1973,2239000,0.241906778,R,,,,
Oregon1974,Oregon,1974,2281000,0.241906778,R,,,,
Oregon1975,Oregon,1975,2325000,0.241906778,R,,,,
Oregon1976,Oregon,1976,2372000,0.241906778,R,,,,
Oregon1977,Oregon,1977,2439000,0.241906778,R,,,,
Oregon1978,Oregon,1978,2510000,0.241906778,R,,,,
Oregon1979,Oregon,1979,2578000,0.241906778,R,,,,
Oregon1980,Oregon,1980,2633105,0.216870957,R,,2,7.60E-07,0.759559531
Oregon1981,Oregon,1981,2667982,0.216870957,R,,2.2,8.25E-07,0.824593269
Oregon1982,Oregon,1982,2664922,0.216870957,R,,2.1,7.88E-07,0.788015559
Oregon1983,Oregon,1983,2653066,0.216870957,R,,1.9,7.16E-07,0.716152557
Oregon1984,Oregon,1984,2666588,0.257145086,R,,2.1,7.88E-07,0.787523232
Oregon1985,Oregon,1985,2672652,0.257145086,R,236,2.3,8.61E-07,0.860568454
Oregon1986,Oregon,1986,2683528,0.257145086,R,,2,7.45E-07,0.745287547
Oregon1987,Oregon,1987,2700991,0.257145086,R,,1.7,6.29E-07,0.629398617
Oregon1988,Oregon,1988,2741297,-0.224786296,D,,1.9,6.93E-07,0.693102572
Oregon1989,Oregon,1989,2790575,-0.224786296,D,,2.1,7.53E-07,0.75253308
Oregon1990,Oregon,1990,2860375,-0.224786296,D,215,2,6.99E-07,0.69920902
Oregon1991,Oregon,1991,2928507,-0.224786296,D,,2.2,7.51E-07,0.751236039
Oregon1992,Oregon,1992,2991755,-0.207675428,D,,1.9,6.35E-07,0.635078741
Oregon1993,Oregon,1993,3060367,-0.207675428,D,,2.4,7.84E-07,0.78421967
Oregon1994,Oregon,1994,3121264,-0.207675428,D,,2.3,7.37E-07,0.736880956
Oregon1995,Oregon,1995,3184369,-0.207675428,D,204,2.2,6.91E-07,0.690874707
Oregon1996,Oregon,1996,3247111,-0.200067383,D,,2.5,7.70E-07,0.769915165
Oregon1997,Oregon,1997,3304310,-0.200067383,D,,2.4,7.26E-07,0.726324104
Oregon1998,Oregon,1998,3352449,-0.200067383,D,,2.4,7.16E-07,0.715894559
Oregon1999,Oregon,1999,3393941,-0.200067383,D,,2.8,8.25E-07,0.82499961
Oregon2000,Oregon,2000,3429708,-0.210030125,D,110,2.7,7.87E-07,0.78723903
Oregon2001,Oregon,2001,3467937,-0.210030125,D,,2.7,7.79E-07,0.778560856
Oregon2002,Oregon,2002,3513424,-0.210030125,D,,2.7,7.68E-07,0.768481117
Oregon2003,Oregon,2003,3547376,-0.210030125,D,,2.6,7.33E-07,0.73293612
Oregon2004,Oregon,2004,3569463,0.264231062,R,,2.5,7.00E-07,0.700385464
Oregon2005,Oregon,2005,3613202,0.264231062,R,234,2.6,7.20E-07,0.71958335
Oregon2006,Oregon,2006,3670883,0.264231062,R,,2.7,7.36E-07,0.735517858
Oregon2007,Oregon,2007,3722417,0.264231062,R,,2.7,7.25E-07,0.725335179
Oregon2008,Oregon,2008,3768748,0.275234906,R,,2.9,7.69E-07,0.769486312
Oregon2009,Oregon,2009,3808600,0.275234906,R,,2.9,7.61E-07,0.761434648
Oregon2010,Oregon,2010,3838048,0.275234906,R,224,2.5,6.51E-07,0.651372781
Oregon2011,Oregon,2011,3868031,0.275234906,R,,2.9,7.50E-07,0.74973546
Oregon2012,Oregon,2012,3899116,-0.248899494,D,,2.6,6.67E-07,0.666817812
Oregon2013,Oregon,2013,3925751,-0.248899494,D,,2.8,7.13E-07,0.713239327
Oregon2014,Oregon,2014,3968371,-0.248899494,D,,2.5,6.30E-07,0.629981421
Oregon2015,Oregon,2015,4024634,-0.248899494,D,,,,
Oregon2016,Oregon,2016,4093465,-0.244806295,D,,,,
Pennsylvania1970,Pennsylvania,1970,11800766,-0.244806295,D,,,,
Pennsylvania1971,Pennsylvania,1971,11884000,-0.244806295,D,,,,
Pennsylvania1972,Pennsylvania,1972,11905000,-0.244806295,D,,,,
Pennsylvania1973,Pennsylvania,1973,11885000,-0.244806295,D,,,,
Pennsylvania1974,Pennsylvania,1974,11864000,-0.244806295,D,,,,
Pennsylvania1975,Pennsylvania,1975,11898000,-0.244806295,D,,,,
Pennsylvania1976,Pennsylvania,1976,11887000,-0.244806295,D,,,,
Pennsylvania1977,Pennsylvania,1977,11882000,-0.244806295,D,,,,
Pennsylvania1978,Pennsylvania,1978,11865000,-0.244806295,D,,,,
Pennsylvania1979,Pennsylvania,1979,11874000,-0.244806295,D,,,,
Pennsylvania1980,Pennsylvania,1980,11863895,0.190651721,R,,29.5,2.49E-06,2.48653583
Pennsylvania1981,Pennsylvania,1981,11858567,0.190651721,R,,27.5,2.32E-06,2.318998577
Pennsylvania1982,Pennsylvania,1982,11845146,0.190651721,R,,25.5,2.15E-06,2.152780557
Pennsylvania1983,Pennsylvania,1983,11837723,0.190651721,R,,24,2.03E-06,2.027416928
Pennsylvania1984,Pennsylvania,1984,11815172,0.21872919,R,,27.5,2.33E-06,2.327515841
Pennsylvania1985,Pennsylvania,1985,11770862,0.21872919,R,116,26,2.21E-06,2.208844178
Pennsylvania1986,Pennsylvania,1986,11782752,0.21872919,R,,25.4,2.16E-06,2.155693339
Pennsylvania1987,Pennsylvania,1987,11810866,0.21872919,R,,25.3,2.14E-06,2.142095254
Pennsylvania1988,Pennsylvania,1988,11845752,0.194169775,R,,26.8,2.26E-06,2.262414408
Pennsylvania1989,Pennsylvania,1989,11865996,0.194169775,R,,27.7,2.33E-06,2.334401596
Pennsylvania1990,Pennsylvania,1990,11903299,0.194169775,R,114,23.6,1.98E-06,1.982643635
Pennsylvania1991,Pennsylvania,1991,11982164,0.194169775,R,,23.8,1.99E-06,1.986285616
Pennsylvania1992,Pennsylvania,1992,12049450,-0.185831221,D,,25.4,2.11E-06,2.107980032
Pennsylvania1993,Pennsylvania,1993,12119724,-0.185831221,D,,26.1,2.15E-06,2.153514387
Pennsylvania1994,Pennsylvania,1994,12166050,-0.185831221,D,,25.7,2.11E-06,2.112435836
Pennsylvania1995,Pennsylvania,1995,12198403,-0.185831221,D,122,24.9,2.04E-06,2.04125081
Pennsylvania1996,Pennsylvania,1996,12220464,-0.181320366,D,,26,2.13E-06,2.127578789
Pennsylvania1997,Pennsylvania,1997,12227814,-0.181320366,D,,24.6,2.01E-06,2.011806853
Pennsylvania1998,Pennsylvania,1998,12245672,-0.181320366,D,,21,1.71E-06,1.714891596
Pennsylvania1999,Pennsylvania,1999,12263805,-0.181320366,D,,23.4,1.91E-06,1.908053822
Pennsylvania2000,Pennsylvania,2000,12284173,-0.202371539,D,60,25.6,2.08E-06,2.083982373
Pennsylvania2001,Pennsylvania,2001,12298970,-0.202371539,D,,24.3,1.98E-06,1.975775207
Pennsylvania2002,Pennsylvania,2002,12331031,-0.202371539,D,,23.7,1.92E-06,1.921980409
Pennsylvania2003,Pennsylvania,2003,12374658,-0.202371539,D,,26.3,2.13E-06,2.125311261
Pennsylvania2004,Pennsylvania,2004,12410722,0.236738443,R,,25.1,2.02E-06,2.022444786
Pennsylvania2005,Pennsylvania,2005,12449990,0.236738443,R,116,23.8,1.91E-06,1.911648122
Pennsylvania2006,Pennsylvania,2006,12510809,0.236738443,R,,20.2,1.61E-06,1.61460382
Pennsylvania2007,Pennsylvania,2007,12563937,0.236738443,R,,21.6,1.72E-06,1.719206328
Pennsylvania2008,Pennsylvania,2008,12612285,0.259775528,R,,25.3,2.01E-06,2.005980677
Pennsylvania2009,Pennsylvania,2009,12666858,0.259775528,R,,19.8,1.56E-06,1.563134283
Pennsylvania2010,Pennsylvania,2010,12712343,0.259775528,R,119,20.2,1.59E-06,1.589006842
Pennsylvania2011,Pennsylvania,2011,12744293,0.259775528,R,,19.4,1.52E-06,1.522249998
Pennsylvania2012,Pennsylvania,2012,12771854,-0.234129986,D,,17.2,1.35E-06,1.346711292
Pennsylvania2013,Pennsylvania,2013,12781338,-0.234129986,D,,20,1.56E-06,1.564781402
Pennsylvania2014,Pennsylvania,2014,12790565,-0.234129986,D,,22.2,1.74E-06,1.735654367
Pennsylvania2015,Pennsylvania,2015,12791904,-0.234129986,D,,,,
Pennsylvania2016,Pennsylvania,2016,12784227,-0.228910281,D,,,,
Rhode Island1970,Rhode Island,1970,949722,-0.228910281,D,,,,
Rhode Island1971,Rhode Island,1971,964000,-0.228910281,D,,,,
Rhode Island1972,Rhode Island,1972,976000,-0.228910281,D,,,,
Rhode Island1973,Rhode Island,1973,978000,-0.228910281,D,,,,
Rhode Island1974,Rhode Island,1974,953000,-0.228910281,D,,,,
Rhode Island1975,Rhode Island,1975,946000,-0.228910281,D,,,,
Rhode Island1976,Rhode Island,1976,950000,-0.228910281,D,,,,
Rhode Island1977,Rhode Island,1977,955000,-0.228910281,D,,,,
Rhode Island1978,Rhode Island,1978,957000,-0.228910281,D,,,,
Rhode Island1979,Rhode Island,1979,957000,-0.228910281,D,,,,
Rhode Island1980,Rhode Island,1980,947154,-0.209408396,D,,2.2,2.32E-06,2.322747938
Rhode Island1981,Rhode Island,1981,953013,-0.209408396,D,,1.9,1.99E-06,1.993676896
Rhode Island1982,Rhode Island,1982,954170,-0.209408396,D,,1.9,1.99E-06,1.991259419
Rhode Island1983,Rhode Island,1983,956382,-0.209408396,D,,2,2.09E-06,2.091214598
Rhode Island1984,Rhode Island,1984,961894,0.220481675,R,,2.4,2.50E-06,2.49507742
Rhode Island1985,Rhode Island,1985,968955,0.220481675,R,133,2.6,2.68E-06,2.683303146
Rhode Island1986,Rhode Island,1986,977341,0.220481675,R,,2.4,2.46E-06,2.455642401
Rhode Island1987,Rhode Island,1987,989604,0.220481675,R,,2.6,2.63E-06,2.627313552
Rhode Island1988,Rhode Island,1988,996408,-0.225934557,D,,2.8,2.81E-06,2.810093857
Rhode Island1989,Rhode Island,1989,1000666,-0.225934557,D,,2.6,2.60E-06,2.598269552
Rhode Island1990,Rhode Island,1990,1005995,-0.225934557,D,137,2.3,2.29E-06,2.286293669
Rhode Island1991,Rhode Island,1991,1010649,-0.225934557,D,,2.3,2.28E-06,2.275765375
Rhode Island1992,Rhode Island,1992,1012581,-0.210648827,D,,2.8,2.77E-06,2.765210882
Rhode Island1993,Rhode Island,1993,1015112,-0.210648827,D,,2.6,2.56E-06,2.561293729
Rhode Island1994,Rhode Island,1994,1015960,-0.210648827,D,,2.7,2.66E-06,2.657584944
Rhode Island1995,Rhode Island,1995,1017002,-0.210648827,D,130,2.5,2.46E-06,2.458205589
Rhode Island1996,Rhode Island,1996,1020893,-0.228280535,D,,2.7,2.64E-06,2.644743377
Rhode Island1997,Rhode Island,1997,1025353,-0.228280535,D,,2.6,2.54E-06,2.535712091
Rhode Island1998,Rhode Island,1998,1031155,-0.228280535,D,,2.4,2.33E-06,2.327487138
Rhode Island1999,Rhode Island,1999,1040402,-0.228280535,D,,2.3,2.21E-06,2.210683947
Rhode Island2000,Rhode Island,2000,1050268,-0.237566031,D,71,2.5,2.38E-06,2.380344826
Rhode Island2001,Rhode Island,2001,1057142,-0.237566031,D,,2.6,2.46E-06,2.459461454
Rhode Island2002,Rhode Island,2002,1065995,-0.237566031,D,,2.5,2.35E-06,2.34522676
Rhode Island2003,Rhode Island,2003,1071342,-0.237566031,D,,2.8,2.61E-06,2.613544508
Rhode Island2004,Rhode Island,2004,1074579,0.241731878,R,,2.8,2.61E-06,2.605671617
Rhode Island2005,Rhode Island,2005,1067916,0.241731878,R,151,2.7,2.53E-06,2.528288742
Rhode Island2006,Rhode Island,2006,1063096,0.241731878,R,,2.2,2.07E-06,2.069427408
Rhode Island2007,Rhode Island,2007,1057315,0.241731878,R,,2.3,2.18E-06,2.175321451
Rhode Island2008,Rhode Island,2008,1055003,0.281109153,R,,2.2,2.09E-06,2.085302127
Rhode Island2009,Rhode Island,2009,1053646,0.281109153,R,,2.3,2.18E-06,2.182896343
Rhode Island2010,Rhode Island,2010,1053337,0.281109153,R,143,2.2,2.09E-06,2.088600324
Rhode Island2011,Rhode Island,2011,1052451,0.281109153,R,,2.1,2.00E-06,1.995342301
Rhode Island2012,Rhode Island,2012,1052901,-0.265625163,D,,2,1.90E-06,1.899513819
Rhode Island2013,Rhode Island,2013,1053033,-0.265625163,D,,2.2,2.09E-06,2.089203282
Rhode Island2014,Rhode Island,2014,1054480,-0.265625163,D,,2.3,2.18E-06,2.181169866
Rhode Island2015,Rhode Island,2015,1055607,-0.265625163,D,,,,
Rhode Island2016,Rhode Island,2016,1056426,-0.239037093,D,,,,
South Carolina1970,South Carolina,1970,2590713,-0.239037093,D,,,,
South Carolina1971,South Carolina,1971,2662000,-0.239037093,D,,,,
South Carolina1972,South Carolina,1972,2718000,-0.239037093,D,,,,
South Carolina1973,South Carolina,1973,2775000,-0.239037093,D,,,,
South Carolina1974,South Carolina,1974,2843000,-0.239037093,D,,,,
South Carolina1975,South Carolina,1975,2900000,-0.239037093,D,,,,
South Carolina1976,South Carolina,1976,2941000,-0.239037093,D,,,,
South Carolina1977,South Carolina,1977,2989000,-0.239037093,D,,,,
South Carolina1978,South Carolina,1978,3041000,-0.239037093,D,,,,
South Carolina1979,South Carolina,1979,3087000,-0.239037093,D,,,,
South Carolina1980,South Carolina,1980,3121820,0.141533144,R,,2.6,8.33E-07,0.832847506
South Carolina1981,South Carolina,1981,3179255,0.141533144,R,,2.2,6.92E-07,0.691986016
South Carolina1982,South Carolina,1982,3207614,0.141533144,R,,1.9,5.92E-07,0.5923406
South Carolina1983,South Carolina,1983,3234066,0.141533144,R,,2.1,6.49E-07,0.649337398
South Carolina1984,South Carolina,1984,3271868,0.188130756,R,,2.5,7.64E-07,0.764089505
South Carolina1985,South Carolina,1985,3303209,0.188130756,R,150,2.3,6.96E-07,0.696292605
South Carolina1986,South Carolina,1986,3342758,0.188130756,R,,2.4,7.18E-07,0.717970012
South Carolina1987,South Carolina,1987,3380506,0.188130756,R,,2.7,7.99E-07,0.798697
South Carolina1988,South Carolina,1988,3412096,0.177733276,R,,2.6,7.62E-07,0.761994973
South Carolina1989,South Carolina,1989,3456775,0.177733276,R,,2.6,7.52E-07,0.752146148
South Carolina1990,South Carolina,1990,3501155,0.177733276,R,151,2.1,6.00E-07,0.599802065
South Carolina1991,South Carolina,1991,3570404,0.177733276,R,,2.2,6.16E-07,0.616176769
South Carolina1992,South Carolina,1992,3620464,0.159512151,R,,2.2,6.08E-07,0.607656919
South Carolina1993,South Carolina,1993,3663314,0.159512151,R,,2.4,6.55E-07,0.655144495
South Carolina1994,South Carolina,1994,3705397,0.159512151,R,,2.2,5.94E-07,0.593728553
South Carolina1995,South Carolina,1995,3748582,0.159512151,R,210,2.3,6.14E-07,0.613565343
South Carolina1996,South Carolina,1996,3796200,0.151061061,R,,2.5,6.59E-07,0.65855329
South Carolina1997,South Carolina,1997,3859696,0.151061061,R,,2.3,5.96E-07,0.595901853
South Carolina1998,South Carolina,1998,3919235,0.151061061,R,,2.2,5.61E-07,0.561334036
South Carolina1999,South Carolina,1999,3974682,0.151061061,R,,2.3,5.79E-07,0.578662645
South Carolina2000,South Carolina,2000,4024223,0.195538866,R,75,2.4,5.96E-07,0.596388421
South Carolina2001,South Carolina,2001,4064995,0.195538866,R,,2.2,5.41E-07,0.541206078
South Carolina2002,South Carolina,2002,4107795,0.195538866,R,,2.2,5.36E-07,0.535567135
South Carolina2003,South Carolina,2003,4150297,0.195538866,R,,2.3,5.54E-07,0.554177207
South Carolina2004,South Carolina,2004,4210921,-0.222747945,D,,2.4,5.70E-07,0.569946575
South Carolina2005,South Carolina,2005,4270150,-0.222747945,D,200,2.3,5.39E-07,0.538622765
South Carolina2006,South Carolina,2006,4357847,-0.222747945,D,,1.9,4.36E-07,0.435995114
South Carolina2007,South Carolina,2007,4444110,-0.222747945,D,,1.9,4.28E-07,0.427532172
South Carolina2008,South Carolina,2008,4528996,-0.228504507,D,,1.9,4.20E-07,0.419519028
South Carolina2009,South Carolina,2009,4589872,-0.228504507,D,,1.9,4.14E-07,0.413954899
South Carolina2010,South Carolina,2010,4635943,-0.228504507,D,200,2.3,4.96E-07,0.496123442
South Carolina2011,South Carolina,2011,4672637,-0.228504507,D,,1.8,3.85E-07,0.38522145
South Carolina2012,South Carolina,2012,4720760,0.22700688,R,,1.5,3.18E-07,0.317745448
South Carolina2013,South Carolina,2013,4767894,0.22700688,R,,1.8,3.78E-07,0.377525171
South Carolina2014,South Carolina,2014,4828430,0.22700688,R,,2,4.14E-07,0.414213316
South Carolina2015,South Carolina,2015,4894834,0.22700688,R,,,,
South Carolina2016,South Carolina,2016,4961119,0.23288879,R,,,,
South Dakota1970,South Dakota,1970,666257,0.23288879,R,,,,
South Dakota1971,South Dakota,1971,671000,0.23288879,R,,,,
South Dakota1972,South Dakota,1972,677000,0.23288879,R,,,,
South Dakota1973,South Dakota,1973,679000,0.23288879,R,,,,
South Dakota1974,South Dakota,1974,680000,0.23288879,R,,,,
South Dakota1975,South Dakota,1975,681000,0.23288879,R,,,,
South Dakota1976,South Dakota,1976,687000,0.23288879,R,,,,
South Dakota1977,South Dakota,1977,689000,0.23288879,R,,,,
South Dakota1978,South Dakota,1978,689000,0.23288879,R,,,,
South Dakota1979,South Dakota,1979,689000,0.23288879,R,,,,
South Dakota1980,South Dakota,1980,690768,0.287134031,R,,1.2,1.74E-06,1.737196859
South Dakota1981,South Dakota,1981,689584,0.287134031,R,,1.1,1.60E-06,1.595164621
South Dakota1982,South Dakota,1982,690597,0.287134031,R,,1.2,1.74E-06,1.73762701
South Dakota1983,South Dakota,1983,693008,0.287134031,R,,1.1,1.59E-06,1.587283264
South Dakota1984,South Dakota,1984,697249,0.287224507,R,,1.1,1.58E-06,1.577628652
South Dakota1985,South Dakota,1985,698402,0.287224507,R,213,1.1,1.58E-06,1.575024127
South Dakota1986,South Dakota,1986,696034,0.287224507,R,,1.2,1.72E-06,1.72405371
South Dakota1987,South Dakota,1987,696036,0.287224507,R,,1.2,1.72E-06,1.724048756
South Dakota1988,South Dakota,1988,698165,0.236928233,R,,1.2,1.72E-06,1.718791403
South Dakota1989,South Dakota,1989,696701,0.236928233,R,,1.4,2.01E-06,2.009470347
South Dakota1990,South Dakota,1990,697101,0.236928233,R,144,1.4,2.01E-06,2.008317303
South Dakota1991,South Dakota,1991,703669,0.236928233,R,,1.2,1.71E-06,1.705347258
South Dakota1992,South Dakota,1992,712801,0.191803884,R,,1,1.40E-06,1.402916101
South Dakota1993,South Dakota,1993,722159,0.191803884,R,,1.2,1.66E-06,1.661683923
South Dakota1994,South Dakota,1994,730790,0.191803884,R,,1.2,1.64E-06,1.642058594
South Dakota1995,South Dakota,1995,737925,0.191803884,R,159,1.2,1.63E-06,1.626181523
South Dakota1996,South Dakota,1996,742213,0.202829915,R,,1.5,2.02E-06,2.020983195
South Dakota1997,South Dakota,1997,744223,0.202829915,R,,1.3,1.75E-06,1.746788261
South Dakota1998,South Dakota,1998,746058,0.202829915,R,,1.1,1.47E-06,1.474416198
South Dakota1999,South Dakota,1999,750412,0.202829915,R,,1.1,1.47E-06,1.46586142
South Dakota2000,South Dakota,2000,755844,0.252300739,R,74,1.2,1.59E-06,1.587629193
South Dakota2001,South Dakota,2001,757972,0.252300739,R,,1.1,1.45E-06,1.451240943
South Dakota2002,South Dakota,2002,760020,0.252300739,R,,1.2,1.58E-06,1.578905818
South Dakota2003,South Dakota,2003,763729,0.252300739,R,,1.2,1.57E-06,1.571237965
South Dakota2004,South Dakota,2004,770396,-0.301901879,D,,1.1,1.43E-06,1.427837112
South Dakota2005,South Dakota,2005,775493,-0.301901879,D,169,1,1.29E-06,1.289502291
South Dakota2006,South Dakota,2006,783033,-0.301901879,D,,1,1.28E-06,1.277085385
South Dakota2007,South Dakota,2007,791623,-0.301901879,D,,1,1.26E-06,1.263227572
South Dakota2008,South Dakota,2008,799124,-0.254095735,D,,1.2,1.50E-06,1.501644301
South Dakota2009,South Dakota,2009,807067,-0.254095735,D,,1.2,1.49E-06,1.486865403
South Dakota2010,South Dakota,2010,816325,-0.254095735,D,167,1.1,1.35E-06,1.347502527
South Dakota2011,South Dakota,2011,824398,-0.254095735,D,,1,1.21E-06,1.213006339
South Dakota2012,South Dakota,2012,834441,0.252396515,R,,0.9,1.08E-06,1.07856637
South Dakota2013,South Dakota,2013,844922,0.252396515,R,,1.1,1.30E-06,1.301895323
South Dakota2014,South Dakota,2014,852561,0.252396515,R,,1.1,1.29E-06,1.290230259
South Dakota2015,South Dakota,2015,857919,0.252396515,R,,,,
South Dakota2016,South Dakota,2016,865454,0.26312317,R,,,,
Tennessee1970,Tennessee,1970,3926018,0.26312317,R,,,,
Tennessee1971,Tennessee,1971,4010000,0.26312317,R,,,,
Tennessee1972,Tennessee,1972,4088000,0.26312317,R,,,,
Tennessee1973,Tennessee,1973,4138000,0.26312317,R,,,,
Tennessee1974,Tennessee,1974,4202000,0.26312317,R,,,,
Tennessee1975,Tennessee,1975,4261000,0.26312317,R,,,,
Tennessee1976,Tennessee,1976,4329000,0.26312317,R,,,,
Tennessee1977,Tennessee,1977,4402000,0.26312317,R,,,,
Tennessee1978,Tennessee,1978,4462000,0.26312317,R,,,,
Tennessee1979,Tennessee,1979,4533000,0.26312317,R,,,,
Tennessee1980,Tennessee,1980,4591120,0.171583622,R,,3.2,6.97E-07,0.696997682
Tennessee1981,Tennessee,1981,4627658,0.171583622,R,,3.1,6.70E-07,0.669885285
Tennessee1982,Tennessee,1982,4646041,0.171583622,R,,3,6.46E-07,0.645711047
Tennessee1983,Tennessee,1983,4659749,0.171583622,R,,3.1,6.65E-07,0.665271885
Tennessee1984,Tennessee,1984,4686737,0.211279617,R,,3.2,6.83E-07,0.682777805
Tennessee1985,Tennessee,1985,4715296,0.211279617,R,147,2.9,6.15E-07,0.615019715
Tennessee1986,Tennessee,1986,4738708,0.211279617,R,,2.8,5.91E-07,0.590878358
Tennessee1987,Tennessee,1987,4782927,0.211279617,R,,3,6.27E-07,0.627230982
Tennessee1988,Tennessee,1988,4822437,0.196422058,R,,3.5,7.26E-07,0.725774126
Tennessee1989,Tennessee,1989,4854444,0.196422058,R,,3.6,7.42E-07,0.741588532
Tennessee1990,Tennessee,1990,4894492,0.196422058,R,150,3.3,6.74E-07,0.674227274
Tennessee1991,Tennessee,1991,4966587,0.196422058,R,,3.4,6.85E-07,0.684574739
Tennessee1992,Tennessee,1992,5049742,-0.184865088,D,,3.7,7.33E-07,0.732710701
Tennessee1993,Tennessee,1993,5137584,-0.184865088,D,,4,7.79E-07,0.778576078
Tennessee1994,Tennessee,1994,5231438,-0.184865088,D,,3.9,7.45E-07,0.745492922
Tennessee1995,Tennessee,1995,5326936,-0.184865088,D,145,4.1,7.70E-07,0.769673223
Tennessee1996,Tennessee,1996,5416643,-0.167843072,D,,4.8,8.86E-07,0.886157718
Tennessee1997,Tennessee,1997,5499233,-0.167843072,D,,4.4,8.00E-07,0.800111579
Tennessee1998,Tennessee,1998,5570045,-0.167843072,D,,4.1,7.36E-07,0.736080229
Tennessee1999,Tennessee,1999,5638706,-0.167843072,D,,4.3,7.63E-07,0.76258631
Tennessee2000,Tennessee,2000,5703719,0.186185364,R,59,4.8,8.42E-07,0.841556185
Tennessee2001,Tennessee,2001,5750789,0.186185364,R,,4.6,8.00E-07,0.799890241
Tennessee2002,Tennessee,2002,5795918,0.186185364,R,,4.7,8.11E-07,0.810915544
Tennessee2003,Tennessee,2003,5847812,0.186185364,R,,4.6,7.87E-07,0.786618995
Tennessee2004,Tennessee,2004,5910809,-0.234034969,D,,4.4,7.44E-07,0.744398948
Tennessee2005,Tennessee,2005,5991057,-0.234034969,D,153,4.4,7.34E-07,0.734427998
Tennessee2006,Tennessee,2006,6088766,-0.234034969,D,,4.1,6.73E-07,0.673371255
Tennessee2007,Tennessee,2007,6175727,-0.234034969,D,,4,6.48E-07,0.647697024
Tennessee2008,Tennessee,2008,6247411,-0.236766558,D,,4.4,7.04E-07,0.704291746
Tennessee2009,Tennessee,2009,6306019,-0.236766558,D,,4.3,6.82E-07,0.681888209
Tennessee2010,Tennessee,2010,6356671,-0.236766558,D,153,4.8,7.55E-07,0.755112228
Tennessee2011,Tennessee,2011,6397634,-0.236766558,D,,4.1,6.41E-07,0.640861919
Tennessee2012,Tennessee,2012,6454306,0.226566574,R,,3.2,4.96E-07,0.495793041
Tennessee2013,Tennessee,2013,6494821,0.226566574,R,,4.2,6.47E-07,0.646669092
Tennessee2014,Tennessee,2014,6544663,0.226566574,R,,4.7,7.18E-07,0.718142401
Tennessee2015,Tennessee,2015,6595056,0.226566574,R,,,,
Tennessee2016,Tennessee,2016,6651194,0.228970167,R,,,,
Texas1970,Texas,1970,11198657,0.228970167,R,,,,
Texas1971,Texas,1971,11510000,0.228970167,R,,,,
Texas1972,Texas,1972,11759000,0.228970167,R,,,,
Texas1973,Texas,1973,12019000,0.228970167,R,,,,
Texas1974,Texas,1974,12268000,0.228970167,R,,,,
Texas1975,Texas,1975,12568000,0.228970167,R,,,,
Texas1976,Texas,1976,12903000,0.228970167,R,,,,
Texas1977,Texas,1977,13192000,0.228970167,R,,,,
Texas1978,Texas,1978,13498000,0.228970167,R,,,,
Texas1979,Texas,1979,13887000,0.228970167,R,,,,
Texas1980,Texas,1980,14229191,0.176447487,R,,13.7,9.63E-07,0.962809481
Texas1981,Texas,1981,14746318,0.176447487,R,,12.9,8.75E-07,0.874794644
Texas1982,Texas,1982,15331415,0.176447487,R,,13.3,8.67E-07,0.867499836
Texas1983,Texas,1983,15751676,0.176447487,R,,13.1,8.32E-07,0.831657533
Texas1984,Texas,1984,16007086,0.214494256,R,,13.9,8.68E-07,0.868365423
Texas1985,Texas,1985,16272734,0.214494256,R,253,13.3,8.17E-07,0.817318098
